,State,Date,value
358,Alabama,2015-08-01,2170789.0
359,Arkansas,2015-08-01,1333299.0
360,Arizona,2015-08-01,3116760.0
361,California,2015-08-01,18832394.0
362,Colorado,2015-08-01,2818352.0
363,Connecticut,2015-08-01,1897248.0
364,District of Columbia,2015-08-01,382112.0
365,Delaware,2015-08-01,463324.0
366,Florida,2015-08-01,9603740.0
367,Georgia,2015-08-01,4730889.0
368,Hawaii,2015-08-01,683337.0
369,Iowa,2015-08-01,1700151.0
370,Idaho,2015-08-01,801819.0
371,Illinois,2015-08-01,6560595.0
372,Indiana,2015-08-01,3272212.0
373,Kansas,2015-08-01,1497096.0
374,Kentucky,2015-08-01,1975210.0
375,Louisiana,2015-08-01,2138864.0
376,Massachusetts,2015-08-01,3613335.0
377,Maryland,2015-08-01,3169189.0
378,Maine,2015-08-01,687297.0
379,Michigan,2015-08-01,4775840.0
380,Minnesota,2015-08-01,3017335.0
381,Missouri,2015-08-01,3050439.0
382,Mississippi,2015-08-01,1260887.0
383,Montana,2015-08-01,520343.0
384,North Carolina,2015-08-01,4712347.0
385,North Dakota,2015-08-01,411965.0
386,Nebraska,2015-08-01,1015778.0
387,New Hampshire,2015-08-01,746324.0
388,New Jersey,2015-08-01,4591020.0
389,New Mexico,2015-08-01,940443.0
390,Nevada,2015-08-01,1395502.0
391,New York,2015-08-01,9732451.0
392,Ohio,2015-08-01,5717012.0
393,Oklahoma,2015-08-01,1823735.0
394,Oregon,2015-08-01,1980845.0
395,Pennsylvania,2015-08-01,6481593.0
396,Rhode Island,2015-08-01,563629.0
397,South Carolina,2015-08-01,2241066.0
398,South Dakota,2015-08-01,450086.0
399,Tennessee,2015-08-01,3080105.0
400,Texas,2015-08-01,13031358.0
401,Utah,2015-08-01,1465935.0
402,Virginia,2015-08-01,4223634.0
403,Vermont,2015-08-01,350907.0
404,Washington,2015-08-01,3554823.0
405,Wisconsin,2015-08-01,3091273.0
406,West Virginia,2015-08-01,790472.0
407,Wyoming,2015-08-01,300273.0
408,Alaska,2015-09-01,360526.0
409,Alabama,2015-09-01,2170975.0
410,Arkansas,2015-09-01,1332649.0
411,Arizona,2015-09-01,3119596.0
412,California,2015-09-01,18832610.0
413,Colorado,2015-09-01,2821852.0
414,Connecticut,2015-09-01,1895796.0
415,District of Columbia,2015-09-01,382552.0
416,Delaware,2015-09-01,464181.0
417,Florida,2015-09-01,9615536.0
418,Georgia,2015-09-01,4731195.0
419,Hawaii,2015-09-01,684081.0
