REF_DATE,GEO,Estimate,UOM,VALUE
2023-10-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,54.63
2023-11-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,54.56
2023-12-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,54.26
2024-01-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,55.38
2024-02-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,54.92
2024-03-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,55.07
2024-04-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,54.65
2024-05-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,54.4
2024-06-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,55.44
2024-07-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,55.24
2024-08-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,56.8
2024-09-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,58.15
2024-10-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,58.76
2024-11-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,57.9
2024-12-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,58.11
2025-01-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,58.28
2025-02-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,57.21
2025-03-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,57.07
2025-04-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,58.17
2025-05-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,59.14
2025-06-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,58.46
2025-07-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,58.87
2025-08-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,60.84
2025-09-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,60.16
2025-10-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,59.65
2025-11-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,61.17
2025-12-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,62.47
2026-01-01,Nunavut,Average hourly earnings including overtime for salaried employees,Dollars,63.69
2015-01-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14593
2015-02-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14745
2015-03-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14796
2015-04-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14958
2015-05-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,15076
2015-06-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,15125
2015-07-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14285
2015-08-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14434
2015-09-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14737
2015-10-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14719
2015-11-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14730
2015-12-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14317
2016-01-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14631
2016-02-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14711
2016-03-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14779
2016-04-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14957
2016-05-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14996
2016-06-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14872
2016-07-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14979
2016-08-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,15080
2016-09-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14638
2016-10-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14770
2016-11-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14824
2016-12-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,14982
2017-01-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,15200
2017-02-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,15311
2017-03-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,15530
2017-04-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,15603
2017-05-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,15566
2017-06-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,15493
2017-07-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,15326
2017-08-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16037
2017-09-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16440
2017-10-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16216
2017-11-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16235
2017-12-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16324
2018-01-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16581
2018-02-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16204
2018-03-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16185
2018-04-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16256
2018-05-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16556
2018-06-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16645
2018-07-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16728
2018-08-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16498
2018-09-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16563
2018-10-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16799
2018-11-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,17035
2018-12-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,17308
2019-01-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16757
2019-02-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16958
2019-03-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,17002
2019-04-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16908
2019-05-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,17221
2019-06-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,17968
2019-07-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,17904
2019-08-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,17829
2019-09-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,18505
2019-10-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,18740
2019-11-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,18733
2019-12-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,18878
2020-01-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,18840
2020-02-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,18554
2020-03-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,18428
2020-04-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,17312
2020-05-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,16800
2020-06-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,17255
2020-07-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,17817
2020-08-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,18386
2020-09-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,18469
2020-10-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,18502
2020-11-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,18511
2020-12-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,18445
2021-01-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,18954
2021-02-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,19306
2021-03-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,19172
2021-04-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,19388
2021-05-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,19310
2021-06-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,18708
2021-07-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,18961
2021-08-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,18884
2021-09-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,19258
2021-10-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,19243
2021-11-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,19942
2021-12-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20166
2022-01-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,19570
2022-02-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,19988
2022-03-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20264
2022-04-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20412
2022-05-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20339
2022-06-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20346
2022-07-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,19862
2022-08-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20158
2022-09-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20138
2022-10-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20575
2022-11-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20225
2022-12-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20288
2023-01-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20762
2023-02-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20564
2023-03-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20863
2023-04-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20643
2023-05-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20460
2023-06-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20702
2023-07-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,21290
2023-08-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20868
2023-09-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20379
2023-10-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20448
2023-11-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20937
2023-12-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20758
2024-01-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20658
2024-02-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20936
2024-03-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,20890
2024-04-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,21024
2024-05-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,21684
2024-06-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,22015
2024-07-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,22138
2024-08-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,22006
2024-09-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,22030
2024-10-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,22079
2024-11-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,21458
2024-12-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,21745
2025-01-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,21797
2025-02-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,21984
2025-03-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,21904
2025-04-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,22160
2025-05-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,22091
2025-06-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,22132
2025-07-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,22232
2025-08-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,22209
2025-09-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,22167
2025-10-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,21954
2025-11-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,22295
2025-12-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,22757
2026-01-01,Nunavut,"Employment for all employees, industrial aggregate including unclassified",Persons,23694
2015-01-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26694
2015-02-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27143
2015-03-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27242
2015-04-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27271
2015-05-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27183
2015-06-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27485
2015-07-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27698
2015-08-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27473
2015-09-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27492
2015-10-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27388
2015-11-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27352
2015-12-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27415
2016-01-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27292
2016-02-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27512
2016-03-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27392
2016-04-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27094
2016-05-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26268
2016-06-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26528
2016-07-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26816
2016-08-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26570
2016-09-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26819
2016-10-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26517
2016-11-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26476
2016-12-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26729
2017-01-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26621
2017-02-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26615
2017-03-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26627
2017-04-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26893
2017-05-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27100
2017-06-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27248
2017-07-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27273
2017-08-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27437
2017-09-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27253
2017-10-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27112
2017-11-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27150
2017-12-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26970
2018-01-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26998
2018-02-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26649
2018-03-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26707
2018-04-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26931
2018-05-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27291
2018-06-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27180
2018-07-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27342
2018-08-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27406
2018-09-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27125
2018-10-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27104
2018-11-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27355
2018-12-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26879
2019-01-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26991
2019-02-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27011
2019-03-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26996
2019-04-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26576
2019-05-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27177
2019-06-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27024
2019-07-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26975
2019-08-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27466
2019-09-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26404
2019-10-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26314
2019-11-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26592
2019-12-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26223
2020-01-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26548
2020-02-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26236
2020-03-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,25513
2020-04-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,23242
2020-05-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,22562
2020-06-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,22376
2020-07-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,23520
2020-08-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,23949
2020-09-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,24634
2020-10-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,25265
2020-11-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,25246
2020-12-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,25461
2021-01-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,25519
2021-02-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,25963
2021-03-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26235
2021-04-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26652
2021-05-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26182
2021-06-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26498
2021-07-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26531
2021-08-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26774
2021-09-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26973
2021-10-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26875
2021-11-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26637
2021-12-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26933
2022-01-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27049
2022-02-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26935
2022-03-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26961
2022-04-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27092
2022-05-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26659
2022-06-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26987
2022-07-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27178
2022-08-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27019
2022-09-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27465
2022-10-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27846
2022-11-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27844
2022-12-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,28386
2023-01-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,28451
2023-02-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,28452
2023-03-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,28299
2023-04-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27984
2023-05-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,28045
2023-06-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27871
2023-07-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27600
2023-08-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27589
2023-09-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26147
2023-10-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,26907
2023-11-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27373
2023-12-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27300
2024-01-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27422
2024-02-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27908
2024-03-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,28138
2024-04-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,28144
2024-05-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,28457
2024-06-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27532
2024-07-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27931
2024-08-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27951
2024-09-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27931
2024-10-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27824
2024-11-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27657
2024-12-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27811
2025-01-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27668
2025-02-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27298
2025-03-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27226
2025-04-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27187
2025-05-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27408
2025-06-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27550
2025-07-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27720
2025-08-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27487
2025-09-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27448
2025-10-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27759
2025-11-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27831
2025-12-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27525
2026-01-01,Northwest Territories,"Employment for all employees, industrial aggregate including unclassified",Persons,27481
2015-01-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,20036
2015-02-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,20357
2015-03-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,20311
2015-04-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,20330
2015-05-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,20174
2015-06-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,20060
2015-07-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,20509
2015-08-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,19806
2015-09-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,20387
2015-10-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,20620
2015-11-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,20752
2015-12-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,20799
2016-01-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21023
2016-02-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,20826
2016-03-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,20980
2016-04-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21164
2016-05-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21159
2016-06-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21047
2016-07-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21152
2016-08-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,20329
2016-09-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21231
2016-10-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21267
2016-11-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21512
2016-12-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21169
2017-01-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21371
2017-02-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21292
2017-03-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21283
2017-04-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21337
2017-05-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21479
2017-06-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21998
2017-07-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21715
2017-08-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22277
2017-09-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22111
