,variable,value
Maryland,2000-04-01,174.1
Maine,2000-04-01,81.1
Michigan,2000-04-01,894.6
Minnesota,2000-04-01,396.5
Missouri,2000-04-01,366.8
Mississippi,2000-04-01,226.5
Montana,2000-04-01,22.6
North Carolina,2000-04-01,764.6
North Dakota,2000-04-01,23.6
Nebraska,2000-04-01,114.2
New Hampshire,2000-04-01,101.8
New Jersey,2000-04-01,422.7
New Mexico,2000-04-01,41.5
Nevada,2000-04-01,42.4
New York,2000-04-01,755.8
Ohio,2000-04-01,1029.3
Oklahoma,2000-04-01,184.6
Oregon,2000-04-01,224.5
Pennsylvania,2000-04-01,865.4
Rhode Island,2000-04-01,70.7
South Carolina,2000-04-01,337.3
South Dakota,2000-04-01,43.8
District of Columbia,2000-04-01,3.7
Alabama,2000-04-01,354.2
Tennessee,2000-04-01,498.8
Texas,2000-04-01,1070.0
Utah,2000-04-01,126.1
Virginia,2000-04-01,365.5
Vermont,2000-04-01,45.9
Washington,2000-04-01,335.2
Wisconsin,2000-04-01,598.4
West Virginia,2000-04-01,76.1
Wyoming,2000-04-01,10.4
Alaska,2000-05-01,12.4
Arkansas,2000-05-01,241.4
Arizona,2000-05-01,208.6
California,2000-05-01,1841.2
Colorado,2000-05-01,186.7
Connecticut,2000-05-01,233.5
Delaware,2000-05-01,42.1
Florida,2000-05-01,478.6
Georgia,2000-05-01,538.2
Hawaii,2000-05-01,16.4
Iowa,2000-05-01,252.2
Idaho,2000-05-01,70.0
Illinois,2000-05-01,876.2
Indiana,2000-05-01,668.0
Kansas,2000-05-01,200.2
Kentucky,2000-05-01,312.4
Louisiana,2000-05-01,177.9
Massachusetts,2000-05-01,400.7
Maryland,2000-05-01,174.4
Maine,2000-05-01,80.7
Michigan,2000-05-01,894.9
Minnesota,2000-05-01,396.2
Missouri,2000-05-01,367.2
Mississippi,2000-05-01,225.4
Montana,2000-05-01,22.6
North Carolina,2000-05-01,763.3
North Dakota,2000-05-01,23.7
Nebraska,2000-05-01,114.2
New Hampshire,2000-05-01,101.8
New Jersey,2000-05-01,421.4
New Mexico,2000-05-01,41.6
Nevada,2000-05-01,42.4
New York,2000-05-01,752.3
Ohio,2000-05-01,1027.2
Oklahoma,2000-05-01,184.2
Oregon,2000-05-01,225.2
Pennsylvania,2000-05-01,863.8
Rhode Island,2000-05-01,71.4
South Carolina,2000-05-01,337.1
South Dakota,2000-05-01,43.5
District of Columbia,2000-05-01,3.7
Alabama,2000-05-01,353.3
Tennessee,2000-05-01,498.1
Texas,2000-05-01,1070.9
Utah,2000-05-01,125.9
Virginia,2000-05-01,365.6
Vermont,2000-05-01,46.0
Washington,2000-05-01,334.2
Wisconsin,2000-05-01,596.8
West Virginia,2000-05-01,75.8
Wyoming,2000-05-01,10.5
Alaska,2000-06-01,12.4
Arkansas,2000-06-01,240.9
Arizona,2000-06-01,210.2
California,2000-06-01,1852.8
Colorado,2000-06-01,187.0
Connecticut,2000-06-01,233.5
Delaware,2000-06-01,42.5
Florida,2000-06-01,479.7
Georgia,2000-06-01,536.6
Hawaii,2000-06-01,16.5
Iowa,2000-06-01,252.4
Idaho,2000-06-01,70.1
Illinois,2000-06-01,874.5
Indiana,2000-06-01,667.6
Kansas,2000-06-01,200.4
Kentucky,2000-06-01,311.6
Louisiana,2000-06-01,176.6
Massachusetts,2000-06-01,402.4
Maryland,2000-06-01,174.4
Maine,2000-06-01,80.4
Michigan,2000-06-01,896.5
Minnesota,2000-06-01,397.7
Missouri,2000-06-01,368.8
Mississippi,2000-06-01,224.0
Montana,2000-06-01,22.5
North Carolina,2000-06-01,762.4
North Dakota,2000-06-01,23.9
Nebraska,2000-06-01,114.6
New Hampshire,2000-06-01,101.6
New Jersey,2000-06-01,420.8
New Mexico,2000-06-01,41.9
Nevada,2000-06-01,42.5
New York,2000-06-01,751.2
Ohio,2000-06-01,1025.9
Oklahoma,2000-06-01,184.8
Oregon,2000-06-01,226.1
Pennsylvania,2000-06-01,868.2
Rhode Island,2000-06-01,71.8
South Carolina,2000-06-01,337.7
South Dakota,2000-06-01,43.6
District of Columbia,2000-06-01,3.7
Alabama,2000-06-01,354.2
Tennessee,2000-06-01,498.2
Texas,2000-06-01,1072.6
Utah,2000-06-01,126.2
Virginia,2000-06-01,364.6
Vermont,2000-06-01,46.3
Washington,2000-06-01,333.4
Wisconsin,2000-06-01,598.0
West Virginia,2000-06-01,75.9
Wyoming,2000-06-01,10.5
Alaska,2000-07-01,12.5
Arkansas,2000-07-01,241.1
Arizona,2000-07-01,210.0
California,2000-07-01,1863.5
Colorado,2000-07-01,187.3
Connecticut,2000-07-01,236.0
Delaware,2000-07-01,41.5
Florida,2000-07-01,481.4
Georgia,2000-07-01,534.9
Hawaii,2000-07-01,16.4
Iowa,2000-07-01,252.8
Idaho,2000-07-01,70.2
Illinois,2000-07-01,873.3
Indiana,2000-07-01,665.5
Kansas,2000-07-01,199.2
Kentucky,2000-07-01,311.1
Louisiana,2000-07-01,177.1
Massachusetts,2000-07-01,404.1
Maryland,2000-07-01,174.4
Maine,2000-07-01,80.5
Michigan,2000-07-01,893.4
Minnesota,2000-07-01,398.5
Missouri,2000-07-01,362.8
Mississippi,2000-07-01,222.6
Montana,2000-07-01,22.3
North Carolina,2000-07-01,762.5
North Dakota,2000-07-01,24.0
Nebraska,2000-07-01,113.9
New Hampshire,2000-07-01,103.5
New Jersey,2000-07-01,419.9
New Mexico,2000-07-01,41.8
Nevada,2000-07-01,42.6
New York,2000-07-01,749.2
Ohio,2000-07-01,1021.3
Oklahoma,2000-07-01,185.0
Oregon,2000-07-01,225.4
Pennsylvania,2000-07-01,870.9
Rhode Island,2000-07-01,71.0
South Carolina,2000-07-01,336.4
South Dakota,2000-07-01,43.8
District of Columbia,2000-07-01,3.7
Alabama,2000-07-01,351.6
Tennessee,2000-07-01,496.3
Texas,2000-07-01,1071.4
Utah,2000-07-01,125.9
Virginia,2000-07-01,362.6
Vermont,2000-07-01,46.2
Washington,2000-07-01,332.4
Wisconsin,2000-07-01,596.0
West Virginia,2000-07-01,75.8
Wyoming,2000-07-01,10.5
Alaska,2000-08-01,12.3
Arkansas,2000-08-01,240.0
Arizona,2000-08-01,210.8
California,2000-08-01,1861.1
Colorado,2000-08-01,187.3
Connecticut,2000-08-01,235.6
Delaware,2000-08-01,41.6
Florida,2000-08-01,480.5
Georgia,2000-08-01,533.9
Hawaii,2000-08-01,16.7
Iowa,2000-08-01,251.8
Idaho,2000-08-01,70.2
Illinois,2000-08-01,870.2
Indiana,2000-08-01,663.6
Kansas,2000-08-01,198.7
Kentucky,2000-08-01,311.2
Louisiana,2000-08-01,176.9
Massachusetts,2000-08-01,403.9
Maryland,2000-08-01,173.9
Maine,2000-08-01,80.3
Michigan,2000-08-01,885.7
Minnesota,2000-08-01,398.2
Missouri,2000-08-01,361.5
Mississippi,2000-08-01,221.4
Montana,2000-08-01,22.4
North Carolina,2000-08-01,754.8
North Dakota,2000-08-01,23.9
Nebraska,2000-08-01,113.6
New Hampshire,2000-08-01,103.2
New Jersey,2000-08-01,418.9
New Mexico,2000-08-01,42.0
Nevada,2000-08-01,42.9
New York,2000-08-01,747.8
Ohio,2000-08-01,1018.0
Oklahoma,2000-08-01,185.1
Oregon,2000-08-01,224.3
Pennsylvania,2000-08-01,867.9
Rhode Island,2000-08-01,71.7
South Carolina,2000-08-01,336.5
South Dakota,2000-08-01,43.6
District of Columbia,2000-08-01,3.7
Alabama,2000-08-01,352.1
Tennessee,2000-08-01,492.7
Texas,2000-08-01,1070.0
Utah,2000-08-01,126.0
Virginia,2000-08-01,361.5
Vermont,2000-08-01,46.5
Washington,2000-08-01,331.8
Wisconsin,2000-08-01,594.2
West Virginia,2000-08-01,75.4
Wyoming,2000-08-01,10.4
Alaska,2000-09-01,11.8
Arkansas,2000-09-01,239.2
Arizona,2000-09-01,211.7
California,2000-09-01,1861.1
Colorado,2000-09-01,187.4
Connecticut,2000-09-01,235.1
Delaware,2000-09-01,41.4
Florida,2000-09-01,480.5
Georgia,2000-09-01,532.5
Hawaii,2000-09-01,16.8
Iowa,2000-09-01,251.5
Idaho,2000-09-01,70.2
Illinois,2000-09-01,868.3
Indiana,2000-09-01,660.3
Kansas,2000-09-01,198.9
Kentucky,2000-09-01,310.9
Louisiana,2000-09-01,176.1
Massachusetts,2000-09-01,400.6
Maryland,2000-09-01,174.1
Maine,2000-09-01,75.1
Michigan,2000-09-01,877.3
Minnesota,2000-09-01,397.7
Missouri,2000-09-01,359.4
Mississippi,2000-09-01,219.8
Montana,2000-09-01,22.6
North Carolina,2000-09-01,756.3
North Dakota,2000-09-01,24.4
Nebraska,2000-09-01,113.5
New Hampshire,2000-09-01,103.0
New Jersey,2000-09-01,417.2
New Mexico,2000-09-01,41.9
Nevada,2000-09-01,42.9
New York,2000-09-01,745.9
Ohio,2000-09-01,1015.6
Oklahoma,2000-09-01,184.6
Oregon,2000-09-01,226.1
Pennsylvania,2000-09-01,866.8
Rhode Island,2000-09-01,71.5
South Carolina,2000-09-01,335.8
South Dakota,2000-09-01,43.8
District of Columbia,2000-09-01,3.7
Alabama,2000-09-01,348.9
Tennessee,2000-09-01,489.4
Texas,2000-09-01,1071.3
Utah,2000-09-01,126.1
Virginia,2000-09-01,362.4
Vermont,2000-09-01,46.6
Washington,2000-09-01,329.9
Wisconsin,2000-09-01,594.0
West Virginia,2000-09-01,75.2
Wyoming,2000-09-01,10.3
Alaska,2000-10-01,11.8
Arkansas,2000-10-01,238.9
Arizona,2000-10-01,211.1
California,2000-10-01,1863.0
Colorado,2000-10-01,187.8
Connecticut,2000-10-01,234.4
Delaware,2000-10-01,41.4
Florida,2000-10-01,477.0
Georgia,2000-10-01,530.6
Hawaii,2000-10-01,16.8
Iowa,2000-10-01,251.5
Idaho,2000-10-01,70.4
Illinois,2000-10-01,865.6
Indiana,2000-10-01,657.2
Kansas,2000-10-01,198.9
Kentucky,2000-10-01,310.1
Louisiana,2000-10-01,177.1
Massachusetts,2000-10-01,404.3
Maryland,2000-10-01,174.7
Maine,2000-10-01,75.4
Michigan,2000-10-01,882.3
Minnesota,2000-10-01,396.4
Missouri,2000-10-01,364.7
Mississippi,2000-10-01,218.6
Montana,2000-10-01,22.4
North Carolina,2000-10-01,747.7
North Dakota,2000-10-01,24.1
Nebraska,2000-10-01,113.8
New Hampshire,2000-10-01,103.5
New Jersey,2000-10-01,420.4
New Mexico,2000-10-01,41.9
Nevada,2000-10-01,43.2
New York,2000-10-01,744.6
Ohio,2000-10-01,1014.6
Oklahoma,2000-10-01,183.3
Oregon,2000-10-01,223.9
Pennsylvania,2000-10-01,861.3
Rhode Island,2000-10-01,71.5
South Carolina,2000-10-01,334.8
South Dakota,2000-10-01,43.8
District of Columbia,2000-10-01,3.7
Alabama,2000-10-01,346.4
Tennessee,2000-10-01,487.0
Texas,2000-10-01,1070.7
Utah,2000-10-01,125.8
Virginia,2000-10-01,360.6
Vermont,2000-10-01,46.7
Washington,2000-10-01,331.0
Wisconsin,2000-10-01,593.6
West Virginia,2000-10-01,75.2
Wyoming,2000-10-01,10.5
Alaska,2000-11-01,11.8
Arkansas,2000-11-01,239.0
Arizona,2000-11-01,212.2
California,2000-11-01,1868.9
Colorado,2000-11-01,187.9
Connecticut,2000-11-01,233.9
Delaware,2000-11-01,41.2
Florida,2000-11-01,475.9
Georgia,2000-11-01,529.1
Hawaii,2000-11-01,16.8
Iowa,2000-11-01,251.1
Idaho,2000-11-01,71.2
Illinois,2000-11-01,863.8
Indiana,2000-11-01,653.8
Kansas,2000-11-01,198.9
Kentucky,2000-11-01,309.1
Louisiana,2000-11-01,176.5
Massachusetts,2000-11-01,404.8
Maryland,2000-11-01,173.7
Maine,2000-11-01,79.1
Michigan,2000-11-01,876.7
Minnesota,2000-11-01,396.6
Missouri,2000-11-01,363.8
Mississippi,2000-11-01,216.8
Montana,2000-11-01,22.6
North Carolina,2000-11-01,751.0
North Dakota,2000-11-01,24.1
Nebraska,2000-11-01,114.0
New Hampshire,2000-11-01,104.0
New Jersey,2000-11-01,419.9
New Mexico,2000-11-01,42.3
Nevada,2000-11-01,43.5
New York,2000-11-01,740.9
Ohio,2000-11-01,1011.8
Oklahoma,2000-11-01,183.9
Oregon,2000-11-01,226.1
Pennsylvania,2000-11-01,860.2
Rhode Island,2000-11-01,70.9
South Carolina,2000-11-01,334.2
South Dakota,2000-11-01,43.7
District of Columbia,2000-11-01,3.7
Alabama,2000-11-01,344.8
Tennessee,2000-11-01,484.4
Texas,2000-11-01,1071.2
Utah,2000-11-01,126.0
Virginia,2000-11-01,360.1
Vermont,2000-11-01,47.0
Washington,2000-11-01,329.4
Wisconsin,2000-11-01,592.5
West Virginia,2000-11-01,75.1
Wyoming,2000-11-01,10.5
Alaska,2000-12-01,11.4
Arkansas,2000-12-01,237.5
Arizona,2000-12-01,212.1
California,2000-12-01,1874.4
Colorado,2000-12-01,189.1
Connecticut,2000-12-01,233.2
Delaware,2000-12-01,41.2
Florida,2000-12-01,474.6
Georgia,2000-12-01,527.6
Hawaii,2000-12-01,16.7
Iowa,2000-12-01,249.7
Idaho,2000-12-01,71.3
Illinois,2000-12-01,858.4
Indiana,2000-12-01,649.3
Kansas,2000-12-01,198.4
Kentucky,2000-12-01,308.5
Louisiana,2000-12-01,176.7
Massachusetts,2000-12-01,405.1
Maryland,2000-12-01,173.6
Maine,2000-12-01,78.7
Michigan,2000-12-01,871.0
Minnesota,2000-12-01,397.0
Missouri,2000-12-01,362.0
Mississippi,2000-12-01,214.9
Montana,2000-12-01,22.3
North Carolina,2000-12-01,747.5
North Dakota,2000-12-01,24.1
Nebraska,2000-12-01,113.7
New Hampshire,2000-12-01,104.1
New Jersey,2000-12-01,420.7
New Mexico,2000-12-01,42.3
Nevada,2000-12-01,43.8
New York,2000-12-01,738.6
Ohio,2000-12-01,1006.4
Oklahoma,2000-12-01,184.2
Oregon,2000-12-01,225.9
Pennsylvania,2000-12-01,859.8
Rhode Island,2000-12-01,71.2
South Carolina,2000-12-01,333.0
South Dakota,2000-12-01,43.2
District of Columbia,2000-12-01,3.8
Alabama,2000-12-01,344.2
Tennessee,2000-12-01,481.8
Texas,2000-12-01,1069.9
Utah,2000-12-01,126.0
Virginia,2000-12-01,359.7
Vermont,2000-12-01,46.9
Washington,2000-12-01,328.6
Wisconsin,2000-12-01,589.0
West Virginia,2000-12-01,74.8
Wyoming,2000-12-01,10.6
Alaska,2001-01-01,10.4
Arkansas,2001-01-01,236.1
Arizona,2001-01-01,210.6
California,2001-01-01,1866.6
Colorado,2001-01-01,186.2
Connecticut,2001-01-01,232.6
Delaware,2001-01-01,38.1
Florida,2001-01-01,471.0
Georgia,2001-01-01,526.7
Hawaii,2001-01-01,16.8
Iowa,2001-01-01,248.4
Idaho,2001-01-01,71.1
Illinois,2001-01-01,852.9
Indiana,2001-01-01,638.2
Kansas,2001-01-01,197.4
Kentucky,2001-01-01,302.5
Louisiana,2001-01-01,176.9
Massachusetts,2001-01-01,408.4
Maryland,2001-01-01,172.2
Maine,2001-01-01,78.3
Michigan,2001-01-01,841.5
Minnesota,2001-01-01,394.2
Missouri,2001-01-01,359.0
Mississippi,2001-01-01,212.1
Montana,2001-01-01,22.1
North Carolina,2001-01-01,744.8
North Dakota,2001-01-01,24.2
Nebraska,2001-01-01,113.8
New Hampshire,2001-01-01,103.7
New Jersey,2001-01-01,416.0
New Mexico,2001-01-01,42.5
Nevada,2001-01-01,44.2
New York,2001-01-01,740.5
Ohio,2001-01-01,999.5
Oklahoma,2001-01-01,183.4
Oregon,2001-01-01,224.9
Pennsylvania,2001-01-01,857.2
Rhode Island,2001-01-01,71.5
South Carolina,2001-01-01,328.8
South Dakota,2001-01-01,43.3
District of Columbia,2001-01-01,3.6
Alabama,2001-01-01,336.4
Tennessee,2001-01-01,473.4
Texas,2001-01-01,1065.6
Utah,2001-01-01,126.4
Virginia,2001-01-01,356.2
Vermont,2001-01-01,47.2
Washington,2001-01-01,326.9
Wisconsin,2001-01-01,584.4
West Virginia,2001-01-01,74.4
Wyoming,2001-01-01,10.5
Alaska,2001-02-01,11.7
Arkansas,2001-02-01,233.7
Arizona,2001-02-01,208.8
California,2001-02-01,1858.8
Colorado,2001-02-01,185.3
Connecticut,2001-02-01,231.7
Delaware,2001-02-01,38.4
Florida,2001-02-01,467.9
Georgia,2001-02-01,523.3
Hawaii,2001-02-01,16.8
Iowa,2001-02-01,247.4
Idaho,2001-02-01,71.2
Illinois,2001-02-01,849.1
Indiana,2001-02-01,634.7
Kansas,2001-02-01,196.1
Kentucky,2001-02-01,301.8
Louisiana,2001-02-01,176.0
Massachusetts,2001-02-01,406.8
Maryland,2001-02-01,172.1
Maine,2001-02-01,77.7
Michigan,2001-02-01,847.1
Minnesota,2001-02-01,392.8
Missouri,2001-02-01,357.6
Mississippi,2001-02-01,208.7
Montana,2001-02-01,22.2
North Carolina,2001-02-01,737.6
North Dakota,2001-02-01,24.1
Nebraska,2001-02-01,113.2
New Hampshire,2001-02-01,103.6
New Jersey,2001-02-01,414.4
New Mexico,2001-02-01,42.2
Nevada,2001-02-01,44.3
New York,2001-02-01,736.4
Ohio,2001-02-01,992.0
Oklahoma,2001-02-01,182.2
Oregon,2001-02-01,223.6
Pennsylvania,2001-02-01,853.7
Rhode Island,2001-02-01,71.0
South Carolina,2001-02-01,326.2
South Dakota,2001-02-01,42.9
District of Columbia,2001-02-01,3.5
Alabama,2001-02-01,335.1
Tennessee,2001-02-01,467.7
Texas,2001-02-01,1062.7
Utah,2001-02-01,126.1
Virginia,2001-02-01,352.8
Vermont,2001-02-01,46.9
Washington,2001-02-01,325.3
Wisconsin,2001-02-01,580.0
West Virginia,2001-02-01,74.2
Wyoming,2001-02-01,10.6
Alaska,2001-03-01,11.6
Arkansas,2001-03-01,232.3
Arizona,2001-03-01,208.4
California,2001-03-01,1849.0
Colorado,2001-03-01,184.4
Connecticut,2001-03-01,230.9
Delaware,2001-03-01,40.5
Florida,2001-03-01,465.6
Georgia,2001-03-01,520.6
Hawaii,2001-03-01,16.7
Iowa,2001-03-01,246.6
Idaho,2001-03-01,70.9
Illinois,2001-03-01,843.2
Indiana,2001-03-01,630.1
Kansas,2001-03-01,196.4
Kentucky,2001-03-01,299.3
Louisiana,2001-03-01,175.7
Massachusetts,2001-03-01,403.1
Maryland,2001-03-01,171.4
Maine,2001-03-01,77.2
Michigan,2001-03-01,839.3
Minnesota,2001-03-01,389.8
Missouri,2001-03-01,355.7
Mississippi,2001-03-01,205.4
Montana,2001-03-01,21.9
North Carolina,2001-03-01,728.3
North Dakota,2001-03-01,24.3
Nebraska,2001-03-01,112.7
New Hampshire,2001-03-01,102.5
New Jersey,2001-03-01,412.1
New Mexico,2001-03-01,42.4
Nevada,2001-03-01,44.5
New York,2001-03-01,731.7
Ohio,2001-03-01,985.7
Oklahoma,2001-03-01,180.8
Oregon,2001-03-01,220.9
Pennsylvania,2001-03-01,848.5
Rhode Island,2001-03-01,70.6
South Carolina,2001-03-01,323.3
South Dakota,2001-03-01,42.6
District of Columbia,2001-03-01,3.5
Alabama,2001-03-01,334.5
Tennessee,2001-03-01,465.0
Texas,2001-03-01,1057.1
Utah,2001-03-01,125.6
Virginia,2001-03-01,350.4
Vermont,2001-03-01,46.7
Washington,2001-03-01,323.4
Wisconsin,2001-03-01,576.5
West Virginia,2001-03-01,73.6
Wyoming,2001-03-01,10.5
Alaska,2001-04-01,11.6
Arkansas,2001-04-01,231.0
Arizona,2001-04-01,206.9
California,2001-04-01,1823.1
Colorado,2001-04-01,182.0
Connecticut,2001-04-01,229.2
Delaware,2001-04-01,40.6
Florida,2001-04-01,463.2
Georgia,2001-04-01,512.1
Hawaii,2001-04-01,16.7
Iowa,2001-04-01,245.3
Idaho,2001-04-01,70.3
Illinois,2001-04-01,834.8
Indiana,2001-04-01,627.1
Kansas,2001-04-01,196.0
Kentucky,2001-04-01,297.4
Louisiana,2001-04-01,174.5
Massachusetts,2001-04-01,398.5
Maryland,2001-04-01,170.4
Maine,2001-04-01,76.4
Michigan,2001-04-01,832.3
Minnesota,2001-04-01,385.6
Missouri,2001-04-01,353.3
Mississippi,2001-04-01,204.9
Montana,2001-04-01,21.5
North Carolina,2001-04-01,724.2
North Dakota,2001-04-01,24.2
Nebraska,2001-04-01,112.6
New Hampshire,2001-04-01,101.4
New Jersey,2001-04-01,409.1
New Mexico,2001-04-01,42.1
Nevada,2001-04-01,44.4
New York,2001-04-01,723.2
Ohio,2001-04-01,975.0
Oklahoma,2001-04-01,180.4
Oregon,2001-04-01,220.1
Pennsylvania,2001-04-01,841.7
Rhode Island,2001-04-01,69.8
South Carolina,2001-04-01,319.0
South Dakota,2001-04-01,42.1
District of Columbia,2001-04-01,3.5
Alabama,2001-04-01,330.3
Tennessee,2001-04-01,460.9
Texas,2001-04-01,1049.6
Utah,2001-04-01,123.9
Virginia,2001-04-01,347.1
Vermont,2001-04-01,46.5
Washington,2001-04-01,321.9
Wisconsin,2001-04-01,572.6
West Virginia,2001-04-01,73.4
Wyoming,2001-04-01,10.2
Alaska,2001-05-01,11.8
Arkansas,2001-05-01,228.6
Arizona,2001-05-01,205.9
California,2001-05-01,1805.5
Colorado,2001-05-01,180.8
Connecticut,2001-05-01,227.8
Delaware,2001-05-01,40.4
Florida,2001-05-01,460.4
Georgia,2001-05-01,506.7
Hawaii,2001-05-01,16.7
Iowa,2001-05-01,243.8
Idaho,2001-05-01,70.0
Illinois,2001-05-01,828.8
Indiana,2001-05-01,622.8
Kansas,2001-05-01,195.1
Kentucky,2001-05-01,295.8
Louisiana,2001-05-01,174.1
Massachusetts,2001-05-01,394.4
Maryland,2001-05-01,169.3
Maine,2001-05-01,75.8
Michigan,2001-05-01,823.0
Minnesota,2001-05-01,382.7
Missouri,2001-05-01,351.1
Mississippi,2001-05-01,203.1
Montana,2001-05-01,21.4
North Carolina,2001-05-01,713.5
North Dakota,2001-05-01,24.2
Nebraska,2001-05-01,112.0
New Hampshire,2001-05-01,100.1
New Jersey,2001-05-01,406.8
New Mexico,2001-05-01,41.7
Nevada,2001-05-01,44.3
New York,2001-05-01,716.4
Ohio,2001-05-01,964.5
Oklahoma,2001-05-01,179.6
Oregon,2001-05-01,218.4
Pennsylvania,2001-05-01,832.7
Rhode Island,2001-05-01,68.7
South Carolina,2001-05-01,316.5
South Dakota,2001-05-01,41.5
District of Columbia,2001-05-01,3.5
Alabama,2001-05-01,327.6
Tennessee,2001-05-01,456.1
Texas,2001-05-01,1042.2
Utah,2001-05-01,123.4
Virginia,2001-05-01,343.2
Vermont,2001-05-01,46.2
Washington,2001-05-01,320.2
Wisconsin,2001-05-01,567.7
West Virginia,2001-05-01,73.2
Wyoming,2001-05-01,10.0
Alaska,2001-06-01,11.2
Arkansas,2001-06-01,227.2
Arizona,2001-06-01,203.6
California,2001-06-01,1789.9
Colorado,2001-06-01,179.0
Connecticut,2001-06-01,226.3
Delaware,2001-06-01,40.4
Florida,2001-06-01,457.0
Georgia,2001-06-01,502.5
Hawaii,2001-06-01,16.6
Iowa,2001-06-01,242.1
Idaho,2001-06-01,69.6
Illinois,2001-06-01,823.5
Indiana,2001-06-01,617.8
Kansas,2001-06-01,194.7
Kentucky,2001-06-01,294.3
Louisiana,2001-06-01,173.2
Massachusetts,2001-06-01,389.8
Maryland,2001-06-01,168.7
Maine,2001-06-01,75.6
Michigan,2001-06-01,817.9
Minnesota,2001-06-01,376.6
Missouri,2001-06-01,347.1
Mississippi,2001-06-01,201.6
Montana,2001-06-01,21.3
North Carolina,2001-06-01,707.0
North Dakota,2001-06-01,23.9
Nebraska,2001-06-01,111.3
New Hampshire,2001-06-01,98.5
New Jersey,2001-06-01,404.0
New Mexico,2001-06-01,41.2
Nevada,2001-06-01,44.4
New York,2001-06-01,712.6
Ohio,2001-06-01,957.4
Oklahoma,2001-06-01,179.5
Oregon,2001-06-01,217.5
Pennsylvania,2001-06-01,826.9
Rhode Island,2001-06-01,67.7
South Carolina,2001-06-01,313.1
South Dakota,2001-06-01,41.1
District of Columbia,2001-06-01,3.5
Alabama,2001-06-01,324.6
Tennessee,2001-06-01,452.3
Texas,2001-06-01,1034.4
Utah,2001-06-01,122.5
Virginia,2001-06-01,341.2
Vermont,2001-06-01,46.0
Washington,2001-06-01,318.2
Wisconsin,2001-06-01,563.3
West Virginia,2001-06-01,72.5
Wyoming,2001-06-01,9.9
Alaska,2001-07-01,12.0
Arkansas,2001-07-01,225.3
Arizona,2001-07-01,201.6
California,2001-07-01,1770.1
Colorado,2001-07-01,177.0
Connecticut,2001-07-01,225.0
Delaware,2001-07-01,40.2
Florida,2001-07-01,453.3
Georgia,2001-07-01,496.5
Hawaii,2001-07-01,16.5
Iowa,2001-07-01,240.5
Idaho,2001-07-01,69.0
Illinois,2001-07-01,809.7
Indiana,2001-07-01,611.6
Kansas,2001-07-01,194.5
Kentucky,2001-07-01,289.7
Louisiana,2001-07-01,171.9
Massachusetts,2001-07-01,383.3
Maryland,2001-07-01,168.3
Maine,2001-07-01,74.4
Michigan,2001-07-01,810.8
Minnesota,2001-07-01,376.0
Missouri,2001-07-01,337.1
Mississippi,2001-07-01,199.1
Montana,2001-07-01,21.3
North Carolina,2001-07-01,699.5
North Dakota,2001-07-01,24.1
Nebraska,2001-07-01,110.7
New Hampshire,2001-07-01,97.2
New Jersey,2001-07-01,398.1
New Mexico,2001-07-01,40.4
Nevada,2001-07-01,44.2
New York,2001-07-01,706.3
Ohio,2001-07-01,950.5
Oklahoma,2001-07-01,176.9
Oregon,2001-07-01,216.6
Pennsylvania,2001-07-01,819.8
Rhode Island,2001-07-01,66.6
South Carolina,2001-07-01,310.4
South Dakota,2001-07-01,40.6
District of Columbia,2001-07-01,3.4
Alabama,2001-07-01,322.5
Tennessee,2001-07-01,448.6
Texas,2001-07-01,1025.4
Utah,2001-07-01,122.4
Virginia,2001-07-01,340.4
Vermont,2001-07-01,45.8
Washington,2001-07-01,316.3
Wisconsin,2001-07-01,560.0
West Virginia,2001-07-01,71.9
Wyoming,2001-07-01,9.9
Alaska,2001-08-01,12.2
Arkansas,2001-08-01,225.1
Arizona,2001-08-01,199.5
California,2001-08-01,1753.7
Colorado,2001-08-01,175.1
Connecticut,2001-08-01,223.3
Delaware,2001-08-01,39.6
Florida,2001-08-01,451.1
Georgia,2001-08-01,494.1
Hawaii,2001-08-01,16.6
Iowa,2001-08-01,239.2
Idaho,2001-08-01,68.7
Illinois,2001-08-01,804.4
Indiana,2001-08-01,607.3
Kansas,2001-08-01,194.1
Kentucky,2001-08-01,287.9
Louisiana,2001-08-01,171.0
Massachusetts,2001-08-01,380.7
Maryland,2001-08-01,167.4
Maine,2001-08-01,73.9
Michigan,2001-08-01,799.8
Minnesota,2001-08-01,372.1
Missouri,2001-08-01,341.5
Mississippi,2001-08-01,197.8
Montana,2001-08-01,21.3
North Carolina,2001-08-01,693.5
North Dakota,2001-08-01,23.6
Nebraska,2001-08-01,110.2
New Hampshire,2001-08-01,95.8
New Jersey,2001-08-01,395.9
New Mexico,2001-08-01,40.3
Nevada,2001-08-01,44.1
New York,2001-08-01,698.9
Ohio,2001-08-01,940.3
Oklahoma,2001-08-01,174.7
Oregon,2001-08-01,213.3
Pennsylvania,2001-08-01,814.0
Rhode Island,2001-08-01,66.5
South Carolina,2001-08-01,307.3
South Dakota,2001-08-01,40.3
District of Columbia,2001-08-01,3.4
Alabama,2001-08-01,323.3
Tennessee,2001-08-01,444.6
Texas,2001-08-01,1019.2
Utah,2001-08-01,121.8
Virginia,2001-08-01,339.1
Vermont,2001-08-01,45.1
Washington,2001-08-01,314.7
Wisconsin,2001-08-01,556.2
West Virginia,2001-08-01,71.4
Wyoming,2001-08-01,9.9
