,variable,value
Arizona,2021-07-01,182.3
California,2021-07-01,1241.9
Colorado,2021-07-01,149.1
Connecticut,2021-07-01,152.9
Delaware,2021-07-01,24.8
Florida,2021-07-01,391.0
Georgia,2021-07-01,395.4
Hawaii,2021-07-01,12.4
Iowa,2021-07-01,219.4
Idaho,2021-07-01,72.9
Illinois,2021-07-01,552.6
Indiana,2021-07-01,526.2
Kansas,2021-07-01,160.7
Kentucky,2021-07-01,243.3
Louisiana,2021-07-01,130.0
Massachusetts,2021-07-01,233.3
Maryland,2021-07-01,108.0
Maine,2021-07-01,54.1
Michigan,2021-07-01,580.0
Minnesota,2021-07-01,313.7
Missouri,2021-07-01,269.9
Mississippi,2021-07-01,144.3
Montana,2021-07-01,21.3
North Carolina,2021-07-01,462.1
North Dakota,2021-07-01,26.3
Nebraska,2021-07-01,99.7
New Hampshire,2021-07-01,68.0
New Jersey,2021-07-01,240.5
New Mexico,2021-07-01,27.6
Nevada,2021-07-01,61.0
New York,2021-07-01,407.6
Ohio,2021-07-01,665.0
Oklahoma,2021-07-01,129.0
Oregon,2021-07-01,186.6
Pennsylvania,2021-07-01,543.9
Rhode Island,2021-07-01,39.3
South Carolina,2021-07-01,250.1
South Dakota,2021-07-01,44.3
District of Columbia,2021-07-01,1.1
Alabama,2021-07-01,263.6
Tennessee,2021-07-01,351.1
Texas,2021-07-01,873.9
Utah,2021-07-01,147.4
Virginia,2021-07-01,236.8
Vermont,2021-07-01,28.9
Washington,2021-07-01,258.9
Wisconsin,2021-07-01,467.0
West Virginia,2021-07-01,45.8
Wyoming,2021-07-01,9.9
Alaska,2021-08-01,12.2
Arkansas,2021-08-01,157.5
Arizona,2021-08-01,182.8
California,2021-08-01,1243.8
Colorado,2021-08-01,149.3
Connecticut,2021-08-01,152.7
Delaware,2021-08-01,25.0
Florida,2021-08-01,391.7
Georgia,2021-08-01,396.2
Hawaii,2021-08-01,12.4
Iowa,2021-08-01,219.5
Idaho,2021-08-01,72.6
Illinois,2021-08-01,556.0
Indiana,2021-08-01,521.9
Kansas,2021-08-01,161.8
Kentucky,2021-08-01,243.3
Louisiana,2021-08-01,129.9
Massachusetts,2021-08-01,233.8
Maryland,2021-08-01,108.6
Maine,2021-08-01,54.4
Michigan,2021-08-01,581.4
Minnesota,2021-08-01,313.9
Missouri,2021-08-01,271.3
Mississippi,2021-08-01,144.1
Montana,2021-08-01,21.4
North Carolina,2021-08-01,463.0
North Dakota,2021-08-01,26.3
Nebraska,2021-08-01,100.2
New Hampshire,2021-08-01,68.3
New Jersey,2021-08-01,240.9
New Mexico,2021-08-01,27.7
Nevada,2021-08-01,61.5
New York,2021-08-01,408.1
Ohio,2021-08-01,666.5
Oklahoma,2021-08-01,128.8
Oregon,2021-08-01,186.6
Pennsylvania,2021-08-01,546.2
Rhode Island,2021-08-01,39.3
South Carolina,2021-08-01,250.1
South Dakota,2021-08-01,44.1
District of Columbia,2021-08-01,1.1
Alabama,2021-08-01,263.9
Tennessee,2021-08-01,351.6
Texas,2021-08-01,877.4
Utah,2021-08-01,148.0
Virginia,2021-08-01,237.3
Vermont,2021-08-01,28.8
Washington,2021-08-01,258.9
Wisconsin,2021-08-01,468.2
West Virginia,2021-08-01,46.0
Wyoming,2021-08-01,9.8
Alaska,2021-09-01,13.3
Arkansas,2021-09-01,157.6
Arizona,2021-09-01,183.8
California,2021-09-01,1243.7
Colorado,2021-09-01,149.7
Connecticut,2021-09-01,153.4
Delaware,2021-09-01,25.1
Florida,2021-09-01,392.6
Georgia,2021-09-01,397.1
Hawaii,2021-09-01,12.3
Iowa,2021-09-01,219.2
Idaho,2021-09-01,72.6
Illinois,2021-09-01,555.1
Indiana,2021-09-01,524.8
Kansas,2021-09-01,161.9
Kentucky,2021-09-01,243.3
Louisiana,2021-09-01,128.3
Massachusetts,2021-09-01,234.1
Maryland,2021-09-01,108.8
Maine,2021-09-01,54.2
Michigan,2021-09-01,586.4
Minnesota,2021-09-01,313.9
Missouri,2021-09-01,272.1
Mississippi,2021-09-01,145.7
Montana,2021-09-01,21.4
North Carolina,2021-09-01,463.2
North Dakota,2021-09-01,26.4
Nebraska,2021-09-01,99.9
New Hampshire,2021-09-01,68.4
New Jersey,2021-09-01,241.8
New Mexico,2021-09-01,27.8
Nevada,2021-09-01,61.9
New York,2021-09-01,410.3
Ohio,2021-09-01,666.4
Oklahoma,2021-09-01,128.9
Oregon,2021-09-01,187.4
Pennsylvania,2021-09-01,546.8
Rhode Island,2021-09-01,39.4
South Carolina,2021-09-01,250.3
South Dakota,2021-09-01,44.1
District of Columbia,2021-09-01,1.1
Alabama,2021-09-01,264.3
Tennessee,2021-09-01,349.2
Texas,2021-09-01,878.2
Utah,2021-09-01,148.0
Virginia,2021-09-01,236.9
Vermont,2021-09-01,28.8
Washington,2021-09-01,259.8
Wisconsin,2021-09-01,469.6
West Virginia,2021-09-01,45.6
Wyoming,2021-09-01,9.8
Alaska,2021-10-01,12.3
Arkansas,2021-10-01,158.6
Arizona,2021-10-01,185.1
California,2021-10-01,1258.7
Colorado,2021-10-01,150.9
Connecticut,2021-10-01,153.9
Delaware,2021-10-01,25.3
Florida,2021-10-01,396.2
Georgia,2021-10-01,404.1
Hawaii,2021-10-01,12.5
Iowa,2021-10-01,219.9
Idaho,2021-10-01,73.2
Illinois,2021-10-01,558.1
Indiana,2021-10-01,529.6
Kansas,2021-10-01,163.1
Kentucky,2021-10-01,244.9
Louisiana,2021-10-01,130.0
Massachusetts,2021-10-01,234.9
Maryland,2021-10-01,109.4
Maine,2021-10-01,54.3
Michigan,2021-10-01,597.2
Minnesota,2021-10-01,316.8
Missouri,2021-10-01,275.3
Mississippi,2021-10-01,146.4
Montana,2021-10-01,21.5
North Carolina,2021-10-01,467.3
North Dakota,2021-10-01,26.5
Nebraska,2021-10-01,100.1
New Hampshire,2021-10-01,69.0
New Jersey,2021-10-01,243.4
New Mexico,2021-10-01,28.3
Nevada,2021-10-01,62.9
New York,2021-10-01,415.3
Ohio,2021-10-01,670.0
Oklahoma,2021-10-01,129.9
Oregon,2021-10-01,188.4
Pennsylvania,2021-10-01,550.3
Rhode Island,2021-10-01,40.0
South Carolina,2021-10-01,253.0
South Dakota,2021-10-01,44.2
District of Columbia,2021-10-01,1.1
Alabama,2021-10-01,266.9
Tennessee,2021-10-01,351.8
Texas,2021-10-01,887.9
Utah,2021-10-01,149.1
Virginia,2021-10-01,238.3
Vermont,2021-10-01,28.8
Washington,2021-10-01,262.0
Wisconsin,2021-10-01,472.6
West Virginia,2021-10-01,45.2
Wyoming,2021-10-01,9.8
Alaska,2021-11-01,12.3
Arkansas,2021-11-01,159.1
Arizona,2021-11-01,185.7
California,2021-11-01,1265.1
Colorado,2021-11-01,151.6
Connecticut,2021-11-01,154.4
Delaware,2021-11-01,25.5
Florida,2021-11-01,398.5
Georgia,2021-11-01,405.9
Hawaii,2021-11-01,12.5
Iowa,2021-11-01,214.0
Idaho,2021-11-01,73.7
Illinois,2021-11-01,561.2
Indiana,2021-11-01,532.5
Kansas,2021-11-01,163.6
Kentucky,2021-11-01,245.6
Louisiana,2021-11-01,130.8
Massachusetts,2021-11-01,236.1
Maryland,2021-11-01,109.6
Maine,2021-11-01,54.3
Michigan,2021-11-01,599.0
Minnesota,2021-11-01,319.2
Missouri,2021-11-01,275.8
Mississippi,2021-11-01,146.8
Montana,2021-11-01,21.7
North Carolina,2021-11-01,469.1
North Dakota,2021-11-01,26.7
Nebraska,2021-11-01,100.4
New Hampshire,2021-11-01,69.1
New Jersey,2021-11-01,244.6
New Mexico,2021-11-01,28.5
Nevada,2021-11-01,63.4
New York,2021-11-01,417.3
Ohio,2021-11-01,672.4
Oklahoma,2021-11-01,130.3
Oregon,2021-11-01,189.4
Pennsylvania,2021-11-01,552.3
Rhode Island,2021-11-01,40.0
South Carolina,2021-11-01,254.2
South Dakota,2021-11-01,44.2
District of Columbia,2021-11-01,1.1
Alabama,2021-11-01,267.3
Tennessee,2021-11-01,353.0
Texas,2021-11-01,892.7
Utah,2021-11-01,149.3
Virginia,2021-11-01,239.4
Vermont,2021-11-01,28.9
Washington,2021-11-01,263.2
Wisconsin,2021-11-01,474.2
West Virginia,2021-11-01,45.5
Wyoming,2021-11-01,9.8
Alaska,2021-12-01,13.0
Arkansas,2021-12-01,159.6
Arizona,2021-12-01,187.1
California,2021-12-01,1270.2
Colorado,2021-12-01,152.2
Connecticut,2021-12-01,154.9
Delaware,2021-12-01,25.5
Florida,2021-12-01,399.5
Georgia,2021-12-01,406.9
Hawaii,2021-12-01,12.4
Iowa,2021-12-01,220.4
Idaho,2021-12-01,73.9
Illinois,2021-12-01,563.6
Indiana,2021-12-01,533.3
Kansas,2021-12-01,164.5
Kentucky,2021-12-01,246.3
Louisiana,2021-12-01,131.3
Massachusetts,2021-12-01,236.5
Maryland,2021-12-01,110.0
Maine,2021-12-01,54.3
Michigan,2021-12-01,599.3
Minnesota,2021-12-01,318.4
Missouri,2021-12-01,273.7
Mississippi,2021-12-01,147.6
Montana,2021-12-01,21.9
North Carolina,2021-12-01,469.8
North Dakota,2021-12-01,26.7
Nebraska,2021-12-01,100.5
New Hampshire,2021-12-01,69.1
New Jersey,2021-12-01,245.1
New Mexico,2021-12-01,28.5
Nevada,2021-12-01,63.7
New York,2021-12-01,418.8
Ohio,2021-12-01,674.4
Oklahoma,2021-12-01,130.8
Oregon,2021-12-01,189.8
Pennsylvania,2021-12-01,553.7
Rhode Island,2021-12-01,40.0
South Carolina,2021-12-01,255.9
South Dakota,2021-12-01,44.5
District of Columbia,2021-12-01,1.1
Alabama,2021-12-01,268.4
Tennessee,2021-12-01,355.8
Texas,2021-12-01,898.0
Utah,2021-12-01,149.6
Virginia,2021-12-01,240.3
Vermont,2021-12-01,29.2
Washington,2021-12-01,263.8
Wisconsin,2021-12-01,474.6
West Virginia,2021-12-01,45.6
Wyoming,2021-12-01,9.9
Alaska,2022-01-01,12.7
Arkansas,2022-01-01,159.0
Arizona,2022-01-01,186.7
California,2022-01-01,1273.8
Colorado,2022-01-01,152.4
Connecticut,2022-01-01,154.3
Delaware,2022-01-01,25.5
Florida,2022-01-01,400.3
Georgia,2022-01-01,407.8
Hawaii,2022-01-01,12.3
Iowa,2022-01-01,220.6
Idaho,2022-01-01,73.7
Illinois,2022-01-01,561.2
Indiana,2022-01-01,534.0
Kansas,2022-01-01,164.8
Kentucky,2022-01-01,246.7
Louisiana,2022-01-01,131.0
Massachusetts,2022-01-01,236.4
Maryland,2022-01-01,109.2
Maine,2022-01-01,53.7
Michigan,2022-01-01,598.7
Minnesota,2022-01-01,318.6
Missouri,2022-01-01,275.1
Mississippi,2022-01-01,146.2
Montana,2022-01-01,22.0
North Carolina,2022-01-01,467.3
North Dakota,2022-01-01,26.7
Nebraska,2022-01-01,100.7
New Hampshire,2022-01-01,69.5
New Jersey,2022-01-01,244.8
New Mexico,2022-01-01,28.3
Nevada,2022-01-01,64.1
New York,2022-01-01,418.7
Ohio,2022-01-01,673.8
Oklahoma,2022-01-01,131.0
Oregon,2022-01-01,190.2
Pennsylvania,2022-01-01,554.4
Rhode Island,2022-01-01,39.4
South Carolina,2022-01-01,256.0
South Dakota,2022-01-01,44.6
District of Columbia,2022-01-01,1.0
Alabama,2022-01-01,267.8
Tennessee,2022-01-01,356.6
Texas,2022-01-01,897.5
Utah,2022-01-01,149.8
Virginia,2022-01-01,240.1
Vermont,2022-01-01,28.9
Washington,2022-01-01,263.7
Wisconsin,2022-01-01,475.4
West Virginia,2022-01-01,45.6
Wyoming,2022-01-01,9.9
Alaska,2022-02-01,12.3
Arkansas,2022-02-01,160.5
Arizona,2022-02-01,188.1
California,2022-02-01,1281.7
Colorado,2022-02-01,152.6
Connecticut,2022-02-01,155.3
Delaware,2022-02-01,25.8
Florida,2022-02-01,402.8
Georgia,2022-02-01,412.3
Hawaii,2022-02-01,12.4
Iowa,2022-02-01,222.0
Idaho,2022-02-01,74.1
Illinois,2022-02-01,564.9
Indiana,2022-02-01,537.1
Kansas,2022-02-01,166.0
Kentucky,2022-02-01,247.4
Louisiana,2022-02-01,131.6
Massachusetts,2022-02-01,237.8
Maryland,2022-02-01,109.8
Maine,2022-02-01,54.1
Michigan,2022-02-01,595.8
Minnesota,2022-02-01,320.5
Missouri,2022-02-01,278.2
Mississippi,2022-02-01,148.3
Montana,2022-02-01,22.2
North Carolina,2022-02-01,471.0
North Dakota,2022-02-01,26.9
Nebraska,2022-02-01,102.0
New Hampshire,2022-02-01,69.8
New Jersey,2022-02-01,248.3
New Mexico,2022-02-01,28.7
Nevada,2022-02-01,64.9
New York,2022-02-01,421.4
Ohio,2022-02-01,677.3
Oklahoma,2022-02-01,131.4
Oregon,2022-02-01,191.3
Pennsylvania,2022-02-01,559.6
Rhode Island,2022-02-01,39.9
South Carolina,2022-02-01,259.2
South Dakota,2022-02-01,44.8
District of Columbia,2022-02-01,1.0
Alabama,2022-02-01,270.1
Tennessee,2022-02-01,359.1
Texas,2022-02-01,904.6
Utah,2022-02-01,150.7
Virginia,2022-02-01,241.7
Vermont,2022-02-01,29.0
Washington,2022-02-01,265.9
Wisconsin,2022-02-01,477.6
West Virginia,2022-02-01,45.7
Wyoming,2022-02-01,10.0
Alaska,2022-03-01,12.1
Arkansas,2022-03-01,160.9
Arizona,2022-03-01,189.4
California,2022-03-01,1285.7
Colorado,2022-03-01,152.9
Connecticut,2022-03-01,156.0
Delaware,2022-03-01,25.8
Florida,2022-03-01,404.6
Georgia,2022-03-01,413.0
Hawaii,2022-03-01,12.5
Iowa,2022-03-01,222.1
Idaho,2022-03-01,74.2
Illinois,2022-03-01,567.3
Indiana,2022-03-01,539.1
Kansas,2022-03-01,167.5
Kentucky,2022-03-01,247.4
Louisiana,2022-03-01,132.4
Massachusetts,2022-03-01,238.3
Maryland,2022-03-01,109.7
Maine,2022-03-01,54.3
Michigan,2022-03-01,605.5
Minnesota,2022-03-01,321.4
Missouri,2022-03-01,279.7
Mississippi,2022-03-01,148.0
Montana,2022-03-01,22.1
North Carolina,2022-03-01,472.7
North Dakota,2022-03-01,26.9
Nebraska,2022-03-01,102.4
New Hampshire,2022-03-01,70.2
New Jersey,2022-03-01,248.8
New Mexico,2022-03-01,28.8
Nevada,2022-03-01,65.0
New York,2022-03-01,422.0
Ohio,2022-03-01,680.2
Oklahoma,2022-03-01,131.9
Oregon,2022-03-01,191.4
Pennsylvania,2022-03-01,561.7
Rhode Island,2022-03-01,40.0
South Carolina,2022-03-01,260.4
South Dakota,2022-03-01,44.9
District of Columbia,2022-03-01,1.1
Alabama,2022-03-01,271.1
Tennessee,2022-03-01,360.9
Texas,2022-03-01,910.5
Utah,2022-03-01,151.0
Virginia,2022-03-01,243.7
Vermont,2022-03-01,29.0
Washington,2022-03-01,266.4
Wisconsin,2022-03-01,478.5
West Virginia,2022-03-01,45.9
Wyoming,2022-03-01,10.1
Alaska,2022-04-01,12.4
Arkansas,2022-04-01,161.9
Arizona,2022-04-01,191.3
California,2022-04-01,1291.1
Colorado,2022-04-01,152.9
Connecticut,2022-04-01,156.9
Delaware,2022-04-01,25.8
Florida,2022-04-01,407.1
Georgia,2022-04-01,414.3
Hawaii,2022-04-01,12.5
Iowa,2022-04-01,223.2
Idaho,2022-04-01,74.3
Illinois,2022-04-01,571.2
Indiana,2022-04-01,540.8
Kansas,2022-04-01,167.9
Kentucky,2022-04-01,251.2
Louisiana,2022-04-01,132.4
Massachusetts,2022-04-01,239.4
Maryland,2022-04-01,109.9
Maine,2022-04-01,54.4
Michigan,2022-04-01,605.7
Minnesota,2022-04-01,323.2
Missouri,2022-04-01,280.6
Mississippi,2022-04-01,148.7
Montana,2022-04-01,21.9
North Carolina,2022-04-01,473.4
North Dakota,2022-04-01,27.2
Nebraska,2022-04-01,102.9
New Hampshire,2022-04-01,70.1
New Jersey,2022-04-01,250.3
New Mexico,2022-04-01,28.8
Nevada,2022-04-01,65.7
New York,2022-04-01,423.7
Ohio,2022-04-01,683.2
Oklahoma,2022-04-01,132.3
Oregon,2022-04-01,193.0
Pennsylvania,2022-04-01,563.0
Rhode Island,2022-04-01,40.3
South Carolina,2022-04-01,261.2
South Dakota,2022-04-01,45.1
District of Columbia,2022-04-01,1.0
Alabama,2022-04-01,272.3
Tennessee,2022-04-01,362.8
Texas,2022-04-01,918.7
Utah,2022-04-01,151.5
Virginia,2022-04-01,244.4
Vermont,2022-04-01,29.2
Washington,2022-04-01,267.0
Wisconsin,2022-04-01,480.2
West Virginia,2022-04-01,46.7
Wyoming,2022-04-01,10.1
Alaska,2022-05-01,12.4
Arkansas,2022-05-01,162.4
Arizona,2022-05-01,191.7
California,2022-05-01,1292.3
Colorado,2022-05-01,152.9
Connecticut,2022-05-01,156.7
Delaware,2022-05-01,25.7
Florida,2022-05-01,408.5
Georgia,2022-05-01,415.4
Hawaii,2022-05-01,12.4
Iowa,2022-05-01,223.4
Idaho,2022-05-01,74.3
Illinois,2022-05-01,569.6
Indiana,2022-05-01,541.4
Kansas,2022-05-01,168.7
Kentucky,2022-05-01,251.6
Louisiana,2022-05-01,133.4
Massachusetts,2022-05-01,239.4
Maryland,2022-05-01,110.2
Maine,2022-05-01,54.3
Michigan,2022-05-01,604.9
Minnesota,2022-05-01,323.7
Missouri,2022-05-01,281.3
Mississippi,2022-05-01,148.8
Montana,2022-05-01,22.0
North Carolina,2022-05-01,473.6
North Dakota,2022-05-01,27.4
Nebraska,2022-05-01,103.0
New Hampshire,2022-05-01,70.1
New Jersey,2022-05-01,250.5
New Mexico,2022-05-01,29.0
Nevada,2022-05-01,65.9
New York,2022-05-01,424.0
Ohio,2022-05-01,683.8
Oklahoma,2022-05-01,132.7
Oregon,2022-05-01,192.9
Pennsylvania,2022-05-01,563.5
Rhode Island,2022-05-01,40.3
South Carolina,2022-05-01,261.3
South Dakota,2022-05-01,45.0
District of Columbia,2022-05-01,1.1
Alabama,2022-05-01,273.2
Tennessee,2022-05-01,363.6
Texas,2022-05-01,922.6
Utah,2022-05-01,151.4
Virginia,2022-05-01,244.4
Vermont,2022-05-01,29.1
Washington,2022-05-01,267.3
Wisconsin,2022-05-01,481.3
West Virginia,2022-05-01,46.8
Wyoming,2022-05-01,10.1
Alaska,2022-06-01,11.8
Arkansas,2022-06-01,162.7
Arizona,2022-06-01,191.6
California,2022-06-01,1295.0
Colorado,2022-06-01,153.3
Connecticut,2022-06-01,156.9
Delaware,2022-06-01,25.7
Florida,2022-06-01,409.3
Georgia,2022-06-01,416.3
Hawaii,2022-06-01,12.5
Iowa,2022-06-01,224.1
Idaho,2022-06-01,74.3
Illinois,2022-06-01,568.1
Indiana,2022-06-01,540.5
Kansas,2022-06-01,169.3
Kentucky,2022-06-01,252.1
Louisiana,2022-06-01,133.8
Massachusetts,2022-06-01,239.2
Maryland,2022-06-01,109.8
Maine,2022-06-01,54.1
Michigan,2022-06-01,608.7
Minnesota,2022-06-01,322.0
Missouri,2022-06-01,281.3
Mississippi,2022-06-01,147.7
Montana,2022-06-01,22.0
North Carolina,2022-06-01,473.0
North Dakota,2022-06-01,27.4
Nebraska,2022-06-01,103.3
New Hampshire,2022-06-01,70.0
New Jersey,2022-06-01,250.9
New Mexico,2022-06-01,28.9
Nevada,2022-06-01,66.1
New York,2022-06-01,423.6
Ohio,2022-06-01,681.7
Oklahoma,2022-06-01,132.6
Oregon,2022-06-01,192.8
Pennsylvania,2022-06-01,563.1
Rhode Island,2022-06-01,40.3
South Carolina,2022-06-01,261.1
South Dakota,2022-06-01,45.1
District of Columbia,2022-06-01,1.1
Alabama,2022-06-01,273.3
Tennessee,2022-06-01,364.4
Texas,2022-06-01,925.5
Utah,2022-06-01,151.4
Virginia,2022-06-01,244.8
Vermont,2022-06-01,29.2
Washington,2022-06-01,266.3
Wisconsin,2022-06-01,481.4
West Virginia,2022-06-01,46.7
Wyoming,2022-06-01,10.1
Alaska,2022-07-01,12.3
Arkansas,2022-07-01,163.5
Arizona,2022-07-01,193.8
California,2022-07-01,1299.6
Colorado,2022-07-01,153.4
Connecticut,2022-07-01,157.5
Delaware,2022-07-01,25.9
Florida,2022-07-01,412.0
Georgia,2022-07-01,418.2
Hawaii,2022-07-01,12.6
Iowa,2022-07-01,224.7
Idaho,2022-07-01,75.3
Illinois,2022-07-01,573.4
Indiana,2022-07-01,545.4
Kansas,2022-07-01,170.4
Kentucky,2022-07-01,254.2
Louisiana,2022-07-01,135.6
Massachusetts,2022-07-01,239.9
Maryland,2022-07-01,111.1
Maine,2022-07-01,54.3
Michigan,2022-07-01,616.0
Minnesota,2022-07-01,324.6
Missouri,2022-07-01,283.5
Mississippi,2022-07-01,147.5
Montana,2022-07-01,22.1
North Carolina,2022-07-01,475.0
North Dakota,2022-07-01,27.6
Nebraska,2022-07-01,104.0
New Hampshire,2022-07-01,70.6
New Jersey,2022-07-01,252.3
New Mexico,2022-07-01,28.9
Nevada,2022-07-01,66.4
New York,2022-07-01,423.8
Ohio,2022-07-01,684.8
Oklahoma,2022-07-01,134.2
Oregon,2022-07-01,194.3
Pennsylvania,2022-07-01,566.4
Rhode Island,2022-07-01,40.5
South Carolina,2022-07-01,262.7
South Dakota,2022-07-01,45.3
District of Columbia,2022-07-01,1.1
Alabama,2022-07-01,275.2
Tennessee,2022-07-01,366.5
Texas,2022-07-01,933.7
Utah,2022-07-01,152.6
Virginia,2022-07-01,245.5
Vermont,2022-07-01,29.2
Washington,2022-07-01,269.6
Wisconsin,2022-07-01,483.9
West Virginia,2022-07-01,46.5
Wyoming,2022-07-01,10.3
Alaska,2022-08-01,12.1
Arkansas,2022-08-01,163.7
Arizona,2022-08-01,194.3
California,2022-08-01,1302.2
Colorado,2022-08-01,153.5
Connecticut,2022-08-01,157.9
Delaware,2022-08-01,26.0
Florida,2022-08-01,413.8
Georgia,2022-08-01,418.6
Hawaii,2022-08-01,12.6
Iowa,2022-08-01,225.0
Idaho,2022-08-01,75.0
Illinois,2022-08-01,573.0
Indiana,2022-08-01,542.9
Kansas,2022-08-01,170.6
Kentucky,2022-08-01,254.4
Louisiana,2022-08-01,136.2
Massachusetts,2022-08-01,239.7
Maryland,2022-08-01,111.6
Maine,2022-08-01,54.6
Michigan,2022-08-01,612.6
Minnesota,2022-08-01,324.9
Missouri,2022-08-01,284.5
Mississippi,2022-08-01,147.5
Montana,2022-08-01,22.1
North Carolina,2022-08-01,475.1
North Dakota,2022-08-01,27.4
Nebraska,2022-08-01,104.1
New Hampshire,2022-08-01,70.4
New Jersey,2022-08-01,252.2
New Mexico,2022-08-01,28.9
Nevada,2022-08-01,66.6
New York,2022-08-01,424.2
Ohio,2022-08-01,685.0
Oklahoma,2022-08-01,134.4
Oregon,2022-08-01,194.3
Pennsylvania,2022-08-01,566.7
Rhode Island,2022-08-01,40.5
South Carolina,2022-08-01,263.8
South Dakota,2022-08-01,45.2
District of Columbia,2022-08-01,1.0
Alabama,2022-08-01,276.3
Tennessee,2022-08-01,367.3
Texas,2022-08-01,938.1
Utah,2022-08-01,152.7
Virginia,2022-08-01,245.8
Vermont,2022-08-01,29.4
Washington,2022-08-01,270.8
Wisconsin,2022-08-01,484.1
West Virginia,2022-08-01,46.4
Wyoming,2022-08-01,10.3
Alaska,2022-09-01,11.1
Arkansas,2022-09-01,163.8
Arizona,2022-09-01,195.0
California,2022-09-01,1301.7
Colorado,2022-09-01,152.9
Connecticut,2022-09-01,158.1
Delaware,2022-09-01,26.0
Florida,2022-09-01,414.6
Georgia,2022-09-01,420.8
Hawaii,2022-09-01,12.7
Iowa,2022-09-01,224.8
Idaho,2022-09-01,75.1
Illinois,2022-09-01,573.0
Indiana,2022-09-01,542.0
Kansas,2022-09-01,170.7
Kentucky,2022-09-01,254.7
Louisiana,2022-09-01,136.8
Massachusetts,2022-09-01,239.7
Maryland,2022-09-01,111.8
Maine,2022-09-01,54.5
Michigan,2022-09-01,612.3
Minnesota,2022-09-01,324.8
Missouri,2022-09-01,285.6
Mississippi,2022-09-01,147.5
Montana,2022-09-01,22.2
North Carolina,2022-09-01,475.6
North Dakota,2022-09-01,27.7
Nebraska,2022-09-01,104.2
New Hampshire,2022-09-01,70.6
New Jersey,2022-09-01,252.3
New Mexico,2022-09-01,28.9
Nevada,2022-09-01,66.6
New York,2022-09-01,423.3
Ohio,2022-09-01,686.0
Oklahoma,2022-09-01,135.1
Oregon,2022-09-01,194.5
Pennsylvania,2022-09-01,566.6
Rhode Island,2022-09-01,40.5
South Carolina,2022-09-01,263.8
South Dakota,2022-09-01,45.1
District of Columbia,2022-09-01,1.0
Alabama,2022-09-01,276.9
Tennessee,2022-09-01,367.7
Texas,2022-09-01,942.5
Utah,2022-09-01,152.4
Virginia,2022-09-01,246.0
Vermont,2022-09-01,29.4
Washington,2022-09-01,271.0
Wisconsin,2022-09-01,484.2
West Virginia,2022-09-01,46.4
Wyoming,2022-09-01,10.4
Alaska,2022-10-01,11.6
Arkansas,2022-10-01,163.7
Arizona,2022-10-01,195.1
California,2022-10-01,1302.2
Colorado,2022-10-01,152.8
Connecticut,2022-10-01,158.4
Delaware,2022-10-01,26.2
Florida,2022-10-01,414.8
Georgia,2022-10-01,421.8
Hawaii,2022-10-01,12.8
Iowa,2022-10-01,225.3
Idaho,2022-10-01,75.2
Illinois,2022-10-01,574.7
Indiana,2022-10-01,543.2
Kansas,2022-10-01,171.5
Kentucky,2022-10-01,255.0
Louisiana,2022-10-01,137.1
Massachusetts,2022-10-01,239.3
Maryland,2022-10-01,111.8
Maine,2022-10-01,54.5
Michigan,2022-10-01,614.3
Minnesota,2022-10-01,325.1
Missouri,2022-10-01,286.0
Mississippi,2022-10-01,147.2
Montana,2022-10-01,22.2
North Carolina,2022-10-01,475.7
North Dakota,2022-10-01,27.7
Nebraska,2022-10-01,104.3
New Hampshire,2022-10-01,70.6
New Jersey,2022-10-01,252.2
New Mexico,2022-10-01,28.8
Nevada,2022-10-01,66.7
New York,2022-10-01,423.7
Ohio,2022-10-01,687.7
Oklahoma,2022-10-01,136.0
Oregon,2022-10-01,194.8
Pennsylvania,2022-10-01,567.2
Rhode Island,2022-10-01,40.5
South Carolina,2022-10-01,263.5
South Dakota,2022-10-01,45.5
District of Columbia,2022-10-01,1.0
Alabama,2022-10-01,277.8
Tennessee,2022-10-01,368.3
Texas,2022-10-01,945.0
Utah,2022-10-01,152.8
Virginia,2022-10-01,246.3
Vermont,2022-10-01,29.3
Washington,2022-10-01,271.6
Wisconsin,2022-10-01,484.3
West Virginia,2022-10-01,46.4
Wyoming,2022-10-01,10.5
Alaska,2022-11-01,12.2
Arkansas,2022-11-01,163.2
Arizona,2022-11-01,195.6
California,2022-11-01,1302.4
Colorado,2022-11-01,152.8
Connecticut,2022-11-01,158.6
Delaware,2022-11-01,26.2
Florida,2022-11-01,415.4
Georgia,2022-11-01,422.4
Hawaii,2022-11-01,12.7
Iowa,2022-11-01,225.0
Idaho,2022-11-01,75.2
Illinois,2022-11-01,575.1
Indiana,2022-11-01,543.3
Kansas,2022-11-01,172.2
Kentucky,2022-11-01,254.9
Louisiana,2022-11-01,137.6
Massachusetts,2022-11-01,239.1
Maryland,2022-11-01,112.1
Maine,2022-11-01,54.4
Michigan,2022-11-01,614.1
Minnesota,2022-11-01,326.1
Missouri,2022-11-01,287.0
Mississippi,2022-11-01,146.4
Montana,2022-11-01,22.1
North Carolina,2022-11-01,475.1
North Dakota,2022-11-01,27.7
Nebraska,2022-11-01,104.4
New Hampshire,2022-11-01,70.8
New Jersey,2022-11-01,252.8
New Mexico,2022-11-01,28.9
Nevada,2022-11-01,66.5
New York,2022-11-01,424.5
Ohio,2022-11-01,686.9
Oklahoma,2022-11-01,136.4
Oregon,2022-11-01,195.0
Pennsylvania,2022-11-01,567.5
