,REF_DATE,GEO,Educational attainment,Age group,VALUE
26472,2016-01,Quebec,Some postsecondary,15 to 24 years,59.9
26473,2016-02,Quebec,Some postsecondary,15 to 24 years,60.6
26474,2016-03,Quebec,Some postsecondary,15 to 24 years,61.8
26475,2016-04,Quebec,Some postsecondary,15 to 24 years,59.5
26476,2016-05,Quebec,Some postsecondary,15 to 24 years,61.6
26477,2016-06,Quebec,Some postsecondary,15 to 24 years,65.5
26478,2016-07,Quebec,Some postsecondary,15 to 24 years,71.1
26479,2016-08,Quebec,Some postsecondary,15 to 24 years,66.1
26480,2016-09,Quebec,Some postsecondary,15 to 24 years,57.3
26481,2016-10,Quebec,Some postsecondary,15 to 24 years,58.9
26482,2016-11,Quebec,Some postsecondary,15 to 24 years,57.3
26483,2016-12,Quebec,Some postsecondary,15 to 24 years,57.3
26484,2017-01,Quebec,Some postsecondary,15 to 24 years,54.7
26485,2017-02,Quebec,Some postsecondary,15 to 24 years,52.8
26486,2017-03,Quebec,Some postsecondary,15 to 24 years,52.8
26487,2017-04,Quebec,Some postsecondary,15 to 24 years,54.5
26488,2017-05,Quebec,Some postsecondary,15 to 24 years,59.9
26489,2017-06,Quebec,Some postsecondary,15 to 24 years,65.7
26490,2017-07,Quebec,Some postsecondary,15 to 24 years,73.5
26491,2017-08,Quebec,Some postsecondary,15 to 24 years,68.5
26492,2017-09,Quebec,Some postsecondary,15 to 24 years,52.7
26493,2017-10,Quebec,Some postsecondary,15 to 24 years,56.5
26494,2017-11,Quebec,Some postsecondary,15 to 24 years,55.1
26495,2017-12,Quebec,Some postsecondary,15 to 24 years,57.7
26496,2018-01,Quebec,Some postsecondary,15 to 24 years,57.6
26497,2018-02,Quebec,Some postsecondary,15 to 24 years,56.6
26498,2018-03,Quebec,Some postsecondary,15 to 24 years,54.8
26499,2018-04,Quebec,Some postsecondary,15 to 24 years,57.1
26500,2018-05,Quebec,Some postsecondary,15 to 24 years,55.8
26501,2018-06,Quebec,Some postsecondary,15 to 24 years,65.9
26502,2018-07,Quebec,Some postsecondary,15 to 24 years,72.7
26503,2018-08,Quebec,Some postsecondary,15 to 24 years,68.7
26504,2018-09,Quebec,Some postsecondary,15 to 24 years,58.8
26505,2018-10,Quebec,Some postsecondary,15 to 24 years,61.1
26506,2018-11,Quebec,Some postsecondary,15 to 24 years,58.5
26507,2018-12,Quebec,Some postsecondary,15 to 24 years,60.1
26508,2019-01,Quebec,Some postsecondary,15 to 24 years,58.5
26509,2019-02,Quebec,Some postsecondary,15 to 24 years,58.1
26510,2019-03,Quebec,Some postsecondary,15 to 24 years,61.7
26511,2019-04,Quebec,Some postsecondary,15 to 24 years,60.0
26512,2019-05,Quebec,Some postsecondary,15 to 24 years,64.3
26513,2019-06,Quebec,Some postsecondary,15 to 24 years,69.6
26514,2019-07,Quebec,Some postsecondary,15 to 24 years,75.0
26515,2019-08,Quebec,Some postsecondary,15 to 24 years,66.0
26516,2019-09,Quebec,Some postsecondary,15 to 24 years,62.1
26517,2019-10,Quebec,Some postsecondary,15 to 24 years,61.2
26518,2019-11,Quebec,Some postsecondary,15 to 24 years,59.4
26519,2019-12,Quebec,Some postsecondary,15 to 24 years,58.2
26520,2020-01,Quebec,Some postsecondary,15 to 24 years,58.9
26521,2020-02,Quebec,Some postsecondary,15 to 24 years,59.7
26522,2020-03,Quebec,Some postsecondary,15 to 24 years,49.9
26523,2020-04,Quebec,Some postsecondary,15 to 24 years,36.9
26524,2020-05,Quebec,Some postsecondary,15 to 24 years,41.1
26525,2020-06,Quebec,Some postsecondary,15 to 24 years,59.3
26526,2020-07,Quebec,Some postsecondary,15 to 24 years,68.3
26527,2020-08,Quebec,Some postsecondary,15 to 24 years,71.1
26528,2020-09,Quebec,Some postsecondary,15 to 24 years,59.5
26529,2020-10,Quebec,Some postsecondary,15 to 24 years,54.1
26530,2020-11,Quebec,Some postsecondary,15 to 24 years,60.0
26531,2020-12,Quebec,Some postsecondary,15 to 24 years,55.6
26532,2021-01,Quebec,Some postsecondary,15 to 24 years,48.4
26533,2021-02,Quebec,Some postsecondary,15 to 24 years,49.9
26534,2021-03,Quebec,Some postsecondary,15 to 24 years,50.4
26535,2021-04,Quebec,Some postsecondary,15 to 24 years,50.7
26536,2021-05,Quebec,Some postsecondary,15 to 24 years,55.0
26537,2021-06,Quebec,Some postsecondary,15 to 24 years,70.9
