,REF_DATE,GEO,Educational attainment,Age group,VALUE
39186,2018-01,Saskatchewan,"Total, all education levels",55 to 64 years,67.2
39187,2018-02,Saskatchewan,"Total, all education levels",55 to 64 years,67.7
39188,2018-03,Saskatchewan,"Total, all education levels",55 to 64 years,67.9
39189,2018-04,Saskatchewan,"Total, all education levels",55 to 64 years,67.0
39190,2018-05,Saskatchewan,"Total, all education levels",55 to 64 years,67.5
39191,2018-06,Saskatchewan,"Total, all education levels",55 to 64 years,66.9
39192,2018-07,Saskatchewan,"Total, all education levels",55 to 64 years,64.2
39193,2018-08,Saskatchewan,"Total, all education levels",55 to 64 years,65.9
39194,2018-09,Saskatchewan,"Total, all education levels",55 to 64 years,67.2
39195,2018-10,Saskatchewan,"Total, all education levels",55 to 64 years,66.8
39196,2018-11,Saskatchewan,"Total, all education levels",55 to 64 years,67.7
39197,2018-12,Saskatchewan,"Total, all education levels",55 to 64 years,66.4
39198,2019-01,Saskatchewan,"Total, all education levels",55 to 64 years,65.8
39199,2019-02,Saskatchewan,"Total, all education levels",55 to 64 years,66.3
39200,2019-03,Saskatchewan,"Total, all education levels",55 to 64 years,66.6
39201,2019-04,Saskatchewan,"Total, all education levels",55 to 64 years,67.9
39202,2019-05,Saskatchewan,"Total, all education levels",55 to 64 years,67.7
39203,2019-06,Saskatchewan,"Total, all education levels",55 to 64 years,69.7
39204,2019-07,Saskatchewan,"Total, all education levels",55 to 64 years,66.7
39205,2019-08,Saskatchewan,"Total, all education levels",55 to 64 years,67.6
39206,2019-09,Saskatchewan,"Total, all education levels",55 to 64 years,69.8
39207,2019-10,Saskatchewan,"Total, all education levels",55 to 64 years,69.4
39208,2019-11,Saskatchewan,"Total, all education levels",55 to 64 years,68.9
39209,2019-12,Saskatchewan,"Total, all education levels",55 to 64 years,67.1
39210,2020-01,Saskatchewan,"Total, all education levels",55 to 64 years,66.1
39211,2020-02,Saskatchewan,"Total, all education levels",55 to 64 years,64.9
39212,2020-03,Saskatchewan,"Total, all education levels",55 to 64 years,63.8
39213,2020-04,Saskatchewan,"Total, all education levels",55 to 64 years,56.4
39214,2020-05,Saskatchewan,"Total, all education levels",55 to 64 years,59.3
39215,2020-06,Saskatchewan,"Total, all education levels",55 to 64 years,63.3
39216,2020-07,Saskatchewan,"Total, all education levels",55 to 64 years,63.6
39217,2020-08,Saskatchewan,"Total, all education levels",55 to 64 years,63.0
39218,2020-09,Saskatchewan,"Total, all education levels",55 to 64 years,66.9
39219,2020-10,Saskatchewan,"Total, all education levels",55 to 64 years,65.8
39220,2020-11,Saskatchewan,"Total, all education levels",55 to 64 years,65.5
39221,2020-12,Saskatchewan,"Total, all education levels",55 to 64 years,64.9
39222,2021-01,Saskatchewan,"Total, all education levels",55 to 64 years,63.6
39223,2021-02,Saskatchewan,"Total, all education levels",55 to 64 years,65.4
39224,2021-03,Saskatchewan,"Total, all education levels",55 to 64 years,65.9
39225,2021-04,Saskatchewan,"Total, all education levels",55 to 64 years,66.7
39226,2021-05,Saskatchewan,"Total, all education levels",55 to 64 years,66.3
39227,2021-06,Saskatchewan,"Total, all education levels",55 to 64 years,66.5
39228,2021-07,Saskatchewan,"Total, all education levels",55 to 64 years,64.0
39229,2021-08,Saskatchewan,"Total, all education levels",55 to 64 years,62.6
39230,2021-09,Saskatchewan,"Total, all education levels",55 to 64 years,64.1
39231,2021-10,Saskatchewan,"Total, all education levels",55 to 64 years,61.8
39232,2021-11,Saskatchewan,"Total, all education levels",55 to 64 years,64.9
39233,2021-12,Saskatchewan,"Total, all education levels",55 to 64 years,64.4
39234,2022-01,Saskatchewan,"Total, all education levels",55 to 64 years,65.4
39235,2022-02,Saskatchewan,"Total, all education levels",55 to 64 years,65.8
39236,2022-03,Saskatchewan,"Total, all education levels",55 to 64 years,65.0
39237,2022-04,Saskatchewan,"Total, all education levels",55 to 64 years,67.4
39238,2022-05,Saskatchewan,"Total, all education levels",55 to 64 years,69.5
39239,2022-06,Saskatchewan,"Total, all education levels",55 to 64 years,70.2
39240,2022-07,Saskatchewan,"Total, all education levels",55 to 64 years,65.6
39241,2022-08,Saskatchewan,"Total, all education levels",55 to 64 years,65.9
39242,2022-09,Saskatchewan,"Total, all education levels",55 to 64 years,67.4
39243,2022-10,Saskatchewan,"Total, all education levels",55 to 64 years,68.3
39244,2022-11,Saskatchewan,"Total, all education levels",55 to 64 years,67.3
39245,2022-12,Saskatchewan,"Total, all education levels",55 to 64 years,66.4
39246,2023-01,Saskatchewan,"Total, all education levels",55 to 64 years,66.1
39247,2023-02,Saskatchewan,"Total, all education levels",55 to 64 years,65.2
39248,2023-03,Saskatchewan,"Total, all education levels",55 to 64 years,66.8
39249,2023-04,Saskatchewan,"Total, all education levels",55 to 64 years,65.9
39250,2023-05,Saskatchewan,"Total, all education levels",55 to 64 years,68.3
39251,2023-06,Saskatchewan,"Total, all education levels",55 to 64 years,68.0
39252,2023-07,Saskatchewan,"Total, all education levels",55 to 64 years,66.2
39253,2023-08,Saskatchewan,"Total, all education levels",55 to 64 years,66.0
39254,2023-09,Saskatchewan,"Total, all education levels",55 to 64 years,69.0
39255,2023-10,Saskatchewan,"Total, all education levels",55 to 64 years,68.5
39256,2023-11,Saskatchewan,"Total, all education levels",55 to 64 years,69.5
39257,2023-12,Saskatchewan,"Total, all education levels",55 to 64 years,70.2
39258,2024-01,Saskatchewan,"Total, all education levels",55 to 64 years,68.9
39259,2024-02,Saskatchewan,"Total, all education levels",55 to 64 years,69.0
39260,2024-03,Saskatchewan,"Total, all education levels",55 to 64 years,67.3
39261,2024-04,Saskatchewan,"Total, all education levels",55 to 64 years,67.5
39262,2024-05,Saskatchewan,"Total, all education levels",55 to 64 years,68.2
39263,2024-06,Saskatchewan,"Total, all education levels",55 to 64 years,68.4
39264,2024-07,Saskatchewan,"Total, all education levels",55 to 64 years,66.2
39265,2024-08,Saskatchewan,"Total, all education levels",55 to 64 years,66.5
39266,2024-09,Saskatchewan,"Total, all education levels",55 to 64 years,69.2
39267,2024-10,Saskatchewan,"Total, all education levels",55 to 64 years,67.4
39268,2024-11,Saskatchewan,"Total, all education levels",55 to 64 years,67.4
39269,2024-12,Saskatchewan,"Total, all education levels",55 to 64 years,66.5
39270,2025-01,Saskatchewan,"Total, all education levels",55 to 64 years,63.3
39271,2025-02,Saskatchewan,"Total, all education levels",55 to 64 years,63.7
39272,2025-03,Saskatchewan,"Total, all education levels",55 to 64 years,65.0
39273,2025-04,Saskatchewan,"Total, all education levels",55 to 64 years,68.1
39274,2025-05,Saskatchewan,"Total, all education levels",55 to 64 years,69.4
39275,2025-06,Saskatchewan,"Total, all education levels",55 to 64 years,70.7
39276,2025-07,Saskatchewan,"Total, all education levels",55 to 64 years,68.2
39277,2025-08,Saskatchewan,"Total, all education levels",55 to 64 years,67.4
39278,2025-09,Saskatchewan,"Total, all education levels",55 to 64 years,69.9
39279,2025-10,Saskatchewan,"Total, all education levels",55 to 64 years,69.8
39280,2025-11,Saskatchewan,"Total, all education levels",55 to 64 years,67.8
39281,2025-12,Saskatchewan,"Total, all education levels",55 to 64 years,67.7
39282,2026-01,Saskatchewan,"Total, all education levels",55 to 64 years,68.2
39283,2026-02,Saskatchewan,"Total, all education levels",55 to 64 years,65.1
39284,2026-03,Saskatchewan,"Total, all education levels",55 to 64 years,67.0
39285,2015-01,Saskatchewan,"Total, all education levels",65 years and over,18.6
39286,2015-02,Saskatchewan,"Total, all education levels",65 years and over,17.9
39287,2015-03,Saskatchewan,"Total, all education levels",65 years and over,16.2
39288,2015-04,Saskatchewan,"Total, all education levels",65 years and over,16.9
39289,2015-05,Saskatchewan,"Total, all education levels",65 years and over,18.2
39290,2015-06,Saskatchewan,"Total, all education levels",65 years and over,17.5
39291,2015-07,Saskatchewan,"Total, all education levels",65 years and over,17.4
39292,2015-08,Saskatchewan,"Total, all education levels",65 years and over,18.0
39293,2015-09,Saskatchewan,"Total, all education levels",65 years and over,19.2
39294,2015-10,Saskatchewan,"Total, all education levels",65 years and over,18.9
39295,2015-11,Saskatchewan,"Total, all education levels",65 years and over,19.1
39296,2015-12,Saskatchewan,"Total, all education levels",65 years and over,18.4
39297,2016-01,Saskatchewan,"Total, all education levels",65 years and over,18.7
39298,2016-02,Saskatchewan,"Total, all education levels",65 years and over,17.4
39299,2016-03,Saskatchewan,"Total, all education levels",65 years and over,18.0
39300,2016-04,Saskatchewan,"Total, all education levels",65 years and over,18.1
39301,2016-05,Saskatchewan,"Total, all education levels",65 years and over,18.8
39302,2016-06,Saskatchewan,"Total, all education levels",65 years and over,18.5
39303,2016-07,Saskatchewan,"Total, all education levels",65 years and over,18.0
39304,2016-08,Saskatchewan,"Total, all education levels",65 years and over,18.1
39305,2016-09,Saskatchewan,"Total, all education levels",65 years and over,18.6
39306,2016-10,Saskatchewan,"Total, all education levels",65 years and over,18.7
39307,2016-11,Saskatchewan,"Total, all education levels",65 years and over,19.5
39308,2016-12,Saskatchewan,"Total, all education levels",65 years and over,17.8
39309,2017-01,Saskatchewan,"Total, all education levels",65 years and over,18.4
39310,2017-02,Saskatchewan,"Total, all education levels",65 years and over,18.6
39311,2017-03,Saskatchewan,"Total, all education levels",65 years and over,17.7
39312,2017-04,Saskatchewan,"Total, all education levels",65 years and over,17.0
39313,2017-05,Saskatchewan,"Total, all education levels",65 years and over,18.3
39314,2017-06,Saskatchewan,"Total, all education levels",65 years and over,19.0
39315,2017-07,Saskatchewan,"Total, all education levels",65 years and over,18.1
39316,2017-08,Saskatchewan,"Total, all education levels",65 years and over,18.6
39317,2017-09,Saskatchewan,"Total, all education levels",65 years and over,20.2
39318,2017-10,Saskatchewan,"Total, all education levels",65 years and over,21.4
39319,2017-11,Saskatchewan,"Total, all education levels",65 years and over,19.8
39320,2017-12,Saskatchewan,"Total, all education levels",65 years and over,19.7
39321,2018-01,Saskatchewan,"Total, all education levels",65 years and over,19.6
39322,2018-02,Saskatchewan,"Total, all education levels",65 years and over,18.7
39323,2018-03,Saskatchewan,"Total, all education levels",65 years and over,18.7
39324,2018-04,Saskatchewan,"Total, all education levels",65 years and over,17.8
39325,2018-05,Saskatchewan,"Total, all education levels",65 years and over,18.7
39326,2018-06,Saskatchewan,"Total, all education levels",65 years and over,19.8
39327,2018-07,Saskatchewan,"Total, all education levels",65 years and over,19.6
39328,2018-08,Saskatchewan,"Total, all education levels",65 years and over,19.9
39329,2018-09,Saskatchewan,"Total, all education levels",65 years and over,21.1
39330,2018-10,Saskatchewan,"Total, all education levels",65 years and over,20.9
39331,2018-11,Saskatchewan,"Total, all education levels",65 years and over,20.9
39332,2018-12,Saskatchewan,"Total, all education levels",65 years and over,20.3
39333,2019-01,Saskatchewan,"Total, all education levels",65 years and over,19.1
39334,2019-02,Saskatchewan,"Total, all education levels",65 years and over,18.8
39335,2019-03,Saskatchewan,"Total, all education levels",65 years and over,19.5
39336,2019-04,Saskatchewan,"Total, all education levels",65 years and over,19.7
39337,2019-05,Saskatchewan,"Total, all education levels",65 years and over,19.7
39338,2019-06,Saskatchewan,"Total, all education levels",65 years and over,19.3
39339,2019-07,Saskatchewan,"Total, all education levels",65 years and over,19.6
39340,2019-08,Saskatchewan,"Total, all education levels",65 years and over,19.5
39341,2019-09,Saskatchewan,"Total, all education levels",65 years and over,21.2
39342,2019-10,Saskatchewan,"Total, all education levels",65 years and over,21.3
39343,2019-11,Saskatchewan,"Total, all education levels",65 years and over,21.1
39344,2019-12,Saskatchewan,"Total, all education levels",65 years and over,20.9
39345,2020-01,Saskatchewan,"Total, all education levels",65 years and over,20.7
39346,2020-02,Saskatchewan,"Total, all education levels",65 years and over,20.9
39347,2020-03,Saskatchewan,"Total, all education levels",65 years and over,19.9
39348,2020-04,Saskatchewan,"Total, all education levels",65 years and over,19.7
39349,2020-05,Saskatchewan,"Total, all education levels",65 years and over,18.0
39350,2020-06,Saskatchewan,"Total, all education levels",65 years and over,17.8
39351,2020-07,Saskatchewan,"Total, all education levels",65 years and over,16.4
39352,2020-08,Saskatchewan,"Total, all education levels",65 years and over,16.6
39353,2020-09,Saskatchewan,"Total, all education levels",65 years and over,17.1
39354,2020-10,Saskatchewan,"Total, all education levels",65 years and over,17.3
39355,2020-11,Saskatchewan,"Total, all education levels",65 years and over,17.9
39356,2020-12,Saskatchewan,"Total, all education levels",65 years and over,17.8
39357,2021-01,Saskatchewan,"Total, all education levels",65 years and over,17.7
39358,2021-02,Saskatchewan,"Total, all education levels",65 years and over,17.9
39359,2021-03,Saskatchewan,"Total, all education levels",65 years and over,17.6
39360,2021-04,Saskatchewan,"Total, all education levels",65 years and over,17.1
39361,2021-05,Saskatchewan,"Total, all education levels",65 years and over,16.1
39362,2021-06,Saskatchewan,"Total, all education levels",65 years and over,16.3
39363,2021-07,Saskatchewan,"Total, all education levels",65 years and over,14.9
39364,2021-08,Saskatchewan,"Total, all education levels",65 years and over,16.6
39365,2021-09,Saskatchewan,"Total, all education levels",65 years and over,16.2
39366,2021-10,Saskatchewan,"Total, all education levels",65 years and over,17.0
39367,2021-11,Saskatchewan,"Total, all education levels",65 years and over,16.9
39368,2021-12,Saskatchewan,"Total, all education levels",65 years and over,17.1
39369,2022-01,Saskatchewan,"Total, all education levels",65 years and over,16.6
39370,2022-02,Saskatchewan,"Total, all education levels",65 years and over,16.4
39371,2022-03,Saskatchewan,"Total, all education levels",65 years and over,16.8
39372,2022-04,Saskatchewan,"Total, all education levels",65 years and over,16.0
39373,2022-05,Saskatchewan,"Total, all education levels",65 years and over,17.4
39374,2022-06,Saskatchewan,"Total, all education levels",65 years and over,17.4
39375,2022-07,Saskatchewan,"Total, all education levels",65 years and over,17.5
39376,2022-08,Saskatchewan,"Total, all education levels",65 years and over,18.4
39377,2022-09,Saskatchewan,"Total, all education levels",65 years and over,19.9
39378,2022-10,Saskatchewan,"Total, all education levels",65 years and over,20.3
39379,2022-11,Saskatchewan,"Total, all education levels",65 years and over,19.1
39380,2022-12,Saskatchewan,"Total, all education levels",65 years and over,19.3
39381,2023-01,Saskatchewan,"Total, all education levels",65 years and over,18.9
39382,2023-02,Saskatchewan,"Total, all education levels",65 years and over,17.8
39383,2023-03,Saskatchewan,"Total, all education levels",65 years and over,17.5
39384,2023-04,Saskatchewan,"Total, all education levels",65 years and over,17.5
39385,2023-05,Saskatchewan,"Total, all education levels",65 years and over,17.4
39386,2023-06,Saskatchewan,"Total, all education levels",65 years and over,18.4
39387,2023-07,Saskatchewan,"Total, all education levels",65 years and over,16.6
39388,2023-08,Saskatchewan,"Total, all education levels",65 years and over,17.5
39389,2023-09,Saskatchewan,"Total, all education levels",65 years and over,18.5
39390,2023-10,Saskatchewan,"Total, all education levels",65 years and over,18.8
39391,2023-11,Saskatchewan,"Total, all education levels",65 years and over,16.9
39392,2023-12,Saskatchewan,"Total, all education levels",65 years and over,16.4
39393,2024-01,Saskatchewan,"Total, all education levels",65 years and over,15.7
39394,2024-02,Saskatchewan,"Total, all education levels",65 years and over,15.9
39395,2024-03,Saskatchewan,"Total, all education levels",65 years and over,16.2
39396,2024-04,Saskatchewan,"Total, all education levels",65 years and over,16.4
39397,2024-05,Saskatchewan,"Total, all education levels",65 years and over,18.0
39398,2024-06,Saskatchewan,"Total, all education levels",65 years and over,18.7
39399,2024-07,Saskatchewan,"Total, all education levels",65 years and over,18.0
39400,2024-08,Saskatchewan,"Total, all education levels",65 years and over,18.5
39401,2024-09,Saskatchewan,"Total, all education levels",65 years and over,19.2
39402,2024-10,Saskatchewan,"Total, all education levels",65 years and over,18.8
39403,2024-11,Saskatchewan,"Total, all education levels",65 years and over,17.3
39404,2024-12,Saskatchewan,"Total, all education levels",65 years and over,18.6
39405,2025-01,Saskatchewan,"Total, all education levels",65 years and over,18.5
39406,2025-02,Saskatchewan,"Total, all education levels",65 years and over,18.0
39407,2025-03,Saskatchewan,"Total, all education levels",65 years and over,18.2
39408,2025-04,Saskatchewan,"Total, all education levels",65 years and over,17.8
39409,2025-05,Saskatchewan,"Total, all education levels",65 years and over,18.9
39410,2025-06,Saskatchewan,"Total, all education levels",65 years and over,19.0
39411,2025-07,Saskatchewan,"Total, all education levels",65 years and over,18.8
39412,2025-08,Saskatchewan,"Total, all education levels",65 years and over,18.6
39413,2025-09,Saskatchewan,"Total, all education levels",65 years and over,19.4
39414,2025-10,Saskatchewan,"Total, all education levels",65 years and over,19.7
39415,2025-11,Saskatchewan,"Total, all education levels",65 years and over,18.5
39416,2025-12,Saskatchewan,"Total, all education levels",65 years and over,17.2
39417,2026-01,Saskatchewan,"Total, all education levels",65 years and over,17.2
39418,2026-02,Saskatchewan,"Total, all education levels",65 years and over,16.6
39419,2026-03,Saskatchewan,"Total, all education levels",65 years and over,16.3
39420,2015-01,Saskatchewan,0 to 8  years,15 to 24 years,37.8
39421,2015-02,Saskatchewan,0 to 8  years,15 to 24 years,30.4
39422,2015-03,Saskatchewan,0 to 8  years,15 to 24 years,27.7
39423,2015-04,Saskatchewan,0 to 8  years,15 to 24 years,14.0
39424,2015-05,Saskatchewan,0 to 8  years,15 to 24 years,26.7
39425,2015-06,Saskatchewan,0 to 8  years,15 to 24 years,27.1
39426,2015-07,Saskatchewan,0 to 8  years,15 to 24 years,34.1
39427,2015-08,Saskatchewan,0 to 8  years,15 to 24 years,28.2
39428,2015-09,Saskatchewan,0 to 8  years,15 to 24 years,27.3
39429,2015-10,Saskatchewan,0 to 8  years,15 to 24 years,25.0
39430,2015-11,Saskatchewan,0 to 8  years,15 to 24 years,20.7
39431,2015-12,Saskatchewan,0 to 8  years,15 to 24 years,26.9
39432,2016-01,Saskatchewan,0 to 8  years,15 to 24 years,26.7
39433,2016-02,Saskatchewan,0 to 8  years,15 to 24 years,16.7
39434,2016-03,Saskatchewan,0 to 8  years,15 to 24 years,17.1
39435,2016-04,Saskatchewan,0 to 8  years,15 to 24 years,14.3
39436,2016-05,Saskatchewan,0 to 8  years,15 to 24 years,11.8
39437,2016-06,Saskatchewan,0 to 8  years,15 to 24 years,13.3
39438,2016-07,Saskatchewan,0 to 8  years,15 to 24 years,26.3
39439,2016-08,Saskatchewan,0 to 8  years,15 to 24 years,28.8
39440,2016-09,Saskatchewan,0 to 8  years,15 to 24 years,25.3
39441,2016-10,Saskatchewan,0 to 8  years,15 to 24 years,27.8
39442,2016-11,Saskatchewan,0 to 8  years,15 to 24 years,38.9
39443,2016-12,Saskatchewan,0 to 8  years,15 to 24 years,29.8
39444,2017-01,Saskatchewan,0 to 8  years,15 to 24 years,26.3
39445,2017-02,Saskatchewan,0 to 8  years,15 to 24 years,27.5
39446,2017-03,Saskatchewan,0 to 8  years,15 to 24 years,16.7
39447,2017-04,Saskatchewan,0 to 8  years,15 to 24 years,25.6
39448,2017-05,Saskatchewan,0 to 8  years,15 to 24 years,24.0
39449,2017-06,Saskatchewan,0 to 8  years,15 to 24 years,23.5
39450,2017-07,Saskatchewan,0 to 8  years,15 to 24 years,16.4
39451,2017-08,Saskatchewan,0 to 8  years,15 to 24 years,18.0
39452,2017-09,Saskatchewan,0 to 8  years,15 to 24 years,20.0
39453,2017-10,Saskatchewan,0 to 8  years,15 to 24 years,17.1
39454,2017-11,Saskatchewan,0 to 8  years,15 to 24 years,15.6
39455,2017-12,Saskatchewan,0 to 8  years,15 to 24 years,24.1
39456,2018-01,Saskatchewan,0 to 8  years,15 to 24 years,17.8
39457,2018-02,Saskatchewan,0 to 8  years,15 to 24 years,15.9
39458,2018-03,Saskatchewan,0 to 8  years,15 to 24 years,17.0
39459,2018-04,Saskatchewan,0 to 8  years,15 to 24 years,20.3
39460,2018-05,Saskatchewan,0 to 8  years,15 to 24 years,27.6
39461,2018-06,Saskatchewan,0 to 8  years,15 to 24 years,26.8
39462,2018-07,Saskatchewan,0 to 8  years,15 to 24 years,18.8
39463,2018-08,Saskatchewan,0 to 8  years,15 to 24 years,20.0
39464,2018-09,Saskatchewan,0 to 8  years,15 to 24 years,26.5
39465,2018-10,Saskatchewan,0 to 8  years,15 to 24 years,29.2
39466,2018-11,Saskatchewan,0 to 8  years,15 to 24 years,38.2
39467,2018-12,Saskatchewan,0 to 8  years,15 to 24 years,43.7
39468,2019-01,Saskatchewan,0 to 8  years,15 to 24 years,37.5
39469,2019-02,Saskatchewan,0 to 8  years,15 to 24 years,27.1
39470,2019-03,Saskatchewan,0 to 8  years,15 to 24 years,22.2
39471,2019-04,Saskatchewan,0 to 8  years,15 to 24 years,11.3
39472,2019-05,Saskatchewan,0 to 8  years,15 to 24 years,12.1
39473,2019-06,Saskatchewan,0 to 8  years,15 to 24 years,20.3
39474,2019-07,Saskatchewan,0 to 8  years,15 to 24 years,25.8
39475,2019-08,Saskatchewan,0 to 8  years,15 to 24 years,23.6
39476,2019-09,Saskatchewan,0 to 8  years,15 to 24 years,29.6
39477,2019-10,Saskatchewan,0 to 8  years,15 to 24 years,32.7
39478,2019-11,Saskatchewan,0 to 8  years,15 to 24 years,35.7
39479,2019-12,Saskatchewan,0 to 8  years,15 to 24 years,27.0
39480,2020-01,Saskatchewan,0 to 8  years,15 to 24 years,28.3
39481,2020-02,Saskatchewan,0 to 8  years,15 to 24 years,29.2
39482,2020-03,Saskatchewan,0 to 8  years,15 to 24 years,25.0
39483,2020-04,Saskatchewan,0 to 8  years,15 to 24 years,15.6
39484,2020-05,Saskatchewan,0 to 8  years,15 to 24 years,10.9
39485,2020-06,Saskatchewan,0 to 8  years,15 to 24 years,26.2
39486,2020-07,Saskatchewan,0 to 8  years,15 to 24 years,29.7
39487,2020-08,Saskatchewan,0 to 8  years,15 to 24 years,14.7
39488,2020-09,Saskatchewan,0 to 8  years,15 to 24 years,14.7
39489,2020-10,Saskatchewan,0 to 8  years,15 to 24 years,34.8
39490,2020-11,Saskatchewan,0 to 8  years,15 to 24 years,36.8
39491,2020-12,Saskatchewan,0 to 8  years,15 to 24 years,50.0
39492,2021-01,Saskatchewan,0 to 8  years,15 to 24 years,41.7
39493,2021-02,Saskatchewan,0 to 8  years,15 to 24 years,17.5
39494,2021-03,Saskatchewan,0 to 8  years,15 to 24 years,
39495,2021-04,Saskatchewan,0 to 8  years,15 to 24 years,
39496,2021-05,Saskatchewan,0 to 8  years,15 to 24 years,
39497,2021-06,Saskatchewan,0 to 8  years,15 to 24 years,15.8
39498,2021-07,Saskatchewan,0 to 8  years,15 to 24 years,41.2
39499,2021-08,Saskatchewan,0 to 8  years,15 to 24 years,28.6
39500,2021-09,Saskatchewan,0 to 8  years,15 to 24 years,27.5
39501,2021-10,Saskatchewan,0 to 8  years,15 to 24 years,23.3
39502,2021-11,Saskatchewan,0 to 8  years,15 to 24 years,20.0
39503,2021-12,Saskatchewan,0 to 8  years,15 to 24 years,29.6
39504,2022-01,Saskatchewan,0 to 8  years,15 to 24 years,23.3
39505,2022-02,Saskatchewan,0 to 8  years,15 to 24 years,
39506,2022-03,Saskatchewan,0 to 8  years,15 to 24 years,
39507,2022-04,Saskatchewan,0 to 8  years,15 to 24 years,11.3
39508,2022-05,Saskatchewan,0 to 8  years,15 to 24 years,25.4
39509,2022-06,Saskatchewan,0 to 8  years,15 to 24 years,20.6
39510,2022-07,Saskatchewan,0 to 8  years,15 to 24 years,31.4
39511,2022-08,Saskatchewan,0 to 8  years,15 to 24 years,33.9
39512,2022-09,Saskatchewan,0 to 8  years,15 to 24 years,20.0
39513,2022-10,Saskatchewan,0 to 8  years,15 to 24 years,26.5
39514,2022-11,Saskatchewan,0 to 8  years,15 to 24 years,29.2
39515,2022-12,Saskatchewan,0 to 8  years,15 to 24 years,
39516,2023-01,Saskatchewan,0 to 8  years,15 to 24 years,
39517,2023-02,Saskatchewan,0 to 8  years,15 to 24 years,15.6
39518,2023-03,Saskatchewan,0 to 8  years,15 to 24 years,17.1
39519,2023-04,Saskatchewan,0 to 8  years,15 to 24 years,17.0
39520,2023-05,Saskatchewan,0 to 8  years,15 to 24 years,29.6
39521,2023-06,Saskatchewan,0 to 8  years,15 to 24 years,31.0
39522,2023-07,Saskatchewan,0 to 8  years,15 to 24 years,27.8
39523,2023-08,Saskatchewan,0 to 8  years,15 to 24 years,30.4
39524,2023-09,Saskatchewan,0 to 8  years,15 to 24 years,27.8
39525,2023-10,Saskatchewan,0 to 8  years,15 to 24 years,19.4
39526,2023-11,Saskatchewan,0 to 8  years,15 to 24 years,26.9
39527,2023-12,Saskatchewan,0 to 8  years,15 to 24 years,
39528,2024-01,Saskatchewan,0 to 8  years,15 to 24 years,
39529,2024-02,Saskatchewan,0 to 8  years,15 to 24 years,14.7
39530,2024-03,Saskatchewan,0 to 8  years,15 to 24 years,14.8
39531,2024-04,Saskatchewan,0 to 8  years,15 to 24 years,29.4
39532,2024-05,Saskatchewan,0 to 8  years,15 to 24 years,22.4
39533,2024-06,Saskatchewan,0 to 8  years,15 to 24 years,28.7
39534,2024-07,Saskatchewan,0 to 8  years,15 to 24 years,33.3
39535,2024-08,Saskatchewan,0 to 8  years,15 to 24 years,29.1
39536,2024-09,Saskatchewan,0 to 8  years,15 to 24 years,33.9
39537,2024-10,Saskatchewan,0 to 8  years,15 to 24 years,28.9
39538,2024-11,Saskatchewan,0 to 8  years,15 to 24 years,
39539,2024-12,Saskatchewan,0 to 8  years,15 to 24 years,
39540,2025-01,Saskatchewan,0 to 8  years,15 to 24 years,28.0
39541,2025-02,Saskatchewan,0 to 8  years,15 to 24 years,16.7
39542,2025-03,Saskatchewan,0 to 8  years,15 to 24 years,17.1
39543,2025-04,Saskatchewan,0 to 8  years,15 to 24 years,11.1
39544,2025-05,Saskatchewan,0 to 8  years,15 to 24 years,22.7
39545,2025-06,Saskatchewan,0 to 8  years,15 to 24 years,30.8
39546,2025-07,Saskatchewan,0 to 8  years,15 to 24 years,26.2
39547,2025-08,Saskatchewan,0 to 8  years,15 to 24 years,22.9
39548,2025-09,Saskatchewan,0 to 8  years,15 to 24 years,
39549,2025-10,Saskatchewan,0 to 8  years,15 to 24 years,
39550,2025-11,Saskatchewan,0 to 8  years,15 to 24 years,
39551,2025-12,Saskatchewan,0 to 8  years,15 to 24 years,
39552,2026-01,Saskatchewan,0 to 8  years,15 to 24 years,
39553,2026-02,Saskatchewan,0 to 8  years,15 to 24 years,
39554,2026-03,Saskatchewan,0 to 8  years,15 to 24 years,
39555,2015-01,Saskatchewan,0 to 8  years,25 to 54 years,43.0
39556,2015-02,Saskatchewan,0 to 8  years,25 to 54 years,38.8
39557,2015-03,Saskatchewan,0 to 8  years,25 to 54 years,45.2
39558,2015-04,Saskatchewan,0 to 8  years,25 to 54 years,46.4
39559,2015-05,Saskatchewan,0 to 8  years,25 to 54 years,46.2
39560,2015-06,Saskatchewan,0 to 8  years,25 to 54 years,55.4
39561,2015-07,Saskatchewan,0 to 8  years,25 to 54 years,46.2
39562,2015-08,Saskatchewan,0 to 8  years,25 to 54 years,52.2
39563,2015-09,Saskatchewan,0 to 8  years,25 to 54 years,59.4
39564,2015-10,Saskatchewan,0 to 8  years,25 to 54 years,49.4
39565,2015-11,Saskatchewan,0 to 8  years,25 to 54 years,50.0
39566,2015-12,Saskatchewan,0 to 8  years,25 to 54 years,44.9
39567,2016-01,Saskatchewan,0 to 8  years,25 to 54 years,44.9
39568,2016-02,Saskatchewan,0 to 8  years,25 to 54 years,35.4
39569,2016-03,Saskatchewan,0 to 8  years,25 to 54 years,45.2
39570,2016-04,Saskatchewan,0 to 8  years,25 to 54 years,46.5
39571,2016-05,Saskatchewan,0 to 8  years,25 to 54 years,46.9
39572,2016-06,Saskatchewan,0 to 8  years,25 to 54 years,45.2
39573,2016-07,Saskatchewan,0 to 8  years,25 to 54 years,47.7
39574,2016-08,Saskatchewan,0 to 8  years,25 to 54 years,52.5
39575,2016-09,Saskatchewan,0 to 8  years,25 to 54 years,43.3
