"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","New Brunswick","2016A000213","Current transfers received","Dollars","81","millions","6","v62790735","5.5","7447","","","","0"
"2016","New Brunswick","2016A000213","Current transfers received","Dollars","81","millions","6","v62790735","5.5","7889","","","","0"
"2017","New Brunswick","2016A000213","Current transfers received","Dollars","81","millions","6","v62790735","5.5","8227","","","","0"
"2018","New Brunswick","2016A000213","Current transfers received","Dollars","81","millions","6","v62790735","5.5","8487","","","","0"
"2019","New Brunswick","2016A000213","Current transfers received","Dollars","81","millions","6","v62790735","5.5","8771","","","","0"
"2020","New Brunswick","2016A000213","Current transfers received","Dollars","81","millions","6","v62790735","5.5","10940","","","","0"
"2021","New Brunswick","2016A000213","Current transfers received","Dollars","81","millions","6","v62790735","5.5","10416","","","","0"
"2022","New Brunswick","2016A000213","Current transfers received","Dollars","81","millions","6","v62790735","5.5","9932","","","","0"
"2023","New Brunswick","2016A000213","Current transfers received","Dollars","81","millions","6","v62790735","5.5","10675","","","","0"
"2024","New Brunswick","2016A000213","Current transfers received","Dollars","81","millions","6","v62790735","5.5","11591","","","","0"
"2015","New Brunswick","2016A000213","Household outlays","Dollars","81","millions","6","v62790736","5.6","31867","","","","0"
"2016","New Brunswick","2016A000213","Household outlays","Dollars","81","millions","6","v62790736","5.6","32543","","","","0"
"2017","New Brunswick","2016A000213","Household outlays","Dollars","81","millions","6","v62790736","5.6","33919","","","","0"
"2018","New Brunswick","2016A000213","Household outlays","Dollars","81","millions","6","v62790736","5.6","35088","","","","0"
"2019","New Brunswick","2016A000213","Household outlays","Dollars","81","millions","6","v62790736","5.6","36138","","","","0"
"2020","New Brunswick","2016A000213","Household outlays","Dollars","81","millions","6","v62790736","5.6","35433","","","","0"
"2021","New Brunswick","2016A000213","Household outlays","Dollars","81","millions","6","v62790736","5.6","38368","","","","0"
"2022","New Brunswick","2016A000213","Household outlays","Dollars","81","millions","6","v62790736","5.6","42458","","","","0"
"2023","New Brunswick","2016A000213","Household outlays","Dollars","81","millions","6","v62790736","5.6","45492","","","","0"
"2024","New Brunswick","2016A000213","Household outlays","Dollars","81","millions","6","v62790736","5.6","48294","","","","0"
"2015","New Brunswick","2016A000213","Property income paid","Dollars","81","millions","6","v62790737","5.7","743","","","","0"
"2016","New Brunswick","2016A000213","Property income paid","Dollars","81","millions","6","v62790737","5.7","788","","","","0"
"2017","New Brunswick","2016A000213","Property income paid","Dollars","81","millions","6","v62790737","5.7","842","","","","0"
"2018","New Brunswick","2016A000213","Property income paid","Dollars","81","millions","6","v62790737","5.7","954","","","","0"
"2019","New Brunswick","2016A000213","Property income paid","Dollars","81","millions","6","v62790737","5.7","1070","","","","0"
"2020","New Brunswick","2016A000213","Property income paid","Dollars","81","millions","6","v62790737","5.7","954","","","","0"
"2021","New Brunswick","2016A000213","Property income paid","Dollars","81","millions","6","v62790737","5.7","825","","","","0"
"2022","New Brunswick","2016A000213","Property income paid","Dollars","81","millions","6","v62790737","5.7","937","","","","0"
"2023","New Brunswick","2016A000213","Property income paid","Dollars","81","millions","6","v62790737","5.7","1474","","","","0"
"2024","New Brunswick","2016A000213","Property income paid","Dollars","81","millions","6","v62790737","5.7","1598","","","","0"
"2015","New Brunswick","2016A000213","Current transfers paid","Dollars","81","millions","6","v62790738","5.8","9077","","","","0"
"2016","New Brunswick","2016A000213","Current transfers paid","Dollars","81","millions","6","v62790738","5.8","9240","","","","0"
"2017","New Brunswick","2016A000213","Current transfers paid","Dollars","81","millions","6","v62790738","5.8","9518","","","","0"
"2018","New Brunswick","2016A000213","Current transfers paid","Dollars","81","millions","6","v62790738","5.8","9915","","","","0"
"2019","New Brunswick","2016A000213","Current transfers paid","Dollars","81","millions","6","v62790738","5.8","10160","","","","0"
"2020","New Brunswick","2016A000213","Current transfers paid","Dollars","81","millions","6","v62790738","5.8","10192","","","","0"
"2021","New Brunswick","2016A000213","Current transfers paid","Dollars","81","millions","6","v62790738","5.8","10876","","","","0"
"2022","New Brunswick","2016A000213","Current transfers paid","Dollars","81","millions","6","v62790738","5.8","11919","","","","0"
"2023","New Brunswick","2016A000213","Current transfers paid","Dollars","81","millions","6","v62790738","5.8","12651","","","","0"
"2024","New Brunswick","2016A000213","Current transfers paid","Dollars","81","millions","6","v62790738","5.8","13500","","","","0"
"2015","New Brunswick","2016A000213","Household final consumption expenditure","Dollars","81","millions","6","v62790739","5.9","22047","","","","0"
"2016","New Brunswick","2016A000213","Household final consumption expenditure","Dollars","81","millions","6","v62790739","5.9","22515","","","","0"
"2017","New Brunswick","2016A000213","Household final consumption expenditure","Dollars","81","millions","6","v62790739","5.9","23559","","","","0"
"2018","New Brunswick","2016A000213","Household final consumption expenditure","Dollars","81","millions","6","v62790739","5.9","24219","","","","0"
"2019","New Brunswick","2016A000213","Household final consumption expenditure","Dollars","81","millions","6","v62790739","5.9","24908","","","","0"
"2020","New Brunswick","2016A000213","Household final consumption expenditure","Dollars","81","millions","6","v62790739","5.9","24287","","","","0"
"2021","New Brunswick","2016A000213","Household final consumption expenditure","Dollars","81","millions","6","v62790739","5.9","26667","","","","0"
"2022","New Brunswick","2016A000213","Household final consumption expenditure","Dollars","81","millions","6","v62790739","5.9","29602","","","","0"
"2023","New Brunswick","2016A000213","Household final consumption expenditure","Dollars","81","millions","6","v62790739","5.9","31367","","","","0"
"2024","New Brunswick","2016A000213","Household final consumption expenditure","Dollars","81","millions","6","v62790739","5.9","33196","","","","0"
"2015","New Brunswick","2016A000213","Interest paid","Dollars","81","millions","6","v62790740","5.10","1054","","","","0"
"2016","New Brunswick","2016A000213","Interest paid","Dollars","81","millions","6","v62790740","5.10","1126","","","","0"
"2017","New Brunswick","2016A000213","Interest paid","Dollars","81","millions","6","v62790740","5.10","1189","","","","0"
"2018","New Brunswick","2016A000213","Interest paid","Dollars","81","millions","6","v62790740","5.10","1301","","","","0"
"2019","New Brunswick","2016A000213","Interest paid","Dollars","81","millions","6","v62790740","5.10","1420","","","","0"
"2020","New Brunswick","2016A000213","Interest paid","Dollars","81","millions","6","v62790740","5.10","1319","","","","0"
"2021","New Brunswick","2016A000213","Interest paid","Dollars","81","millions","6","v62790740","5.10","1191","","","","0"
"2022","New Brunswick","2016A000213","Interest paid","Dollars","81","millions","6","v62790740","5.10","1292","","","","0"
"2023","New Brunswick","2016A000213","Interest paid","Dollars","81","millions","6","v62790740","5.10","1842","","","","0"
"2024","New Brunswick","2016A000213","Interest paid","Dollars","81","millions","6","v62790740","5.10","1949","","","","0"
"2015","New Brunswick","2016A000213","Mortgage interest paid","Dollars","81","millions","6","v62790741","5.11","458","","","","0"
"2016","New Brunswick","2016A000213","Mortgage interest paid","Dollars","81","millions","6","v62790741","5.11","468","","","","0"
"2017","New Brunswick","2016A000213","Mortgage interest paid","Dollars","81","millions","6","v62790741","5.11","500","","","","0"
"2018","New Brunswick","2016A000213","Mortgage interest paid","Dollars","81","millions","6","v62790741","5.11","559","","","","0"
"2019","New Brunswick","2016A000213","Mortgage interest paid","Dollars","81","millions","6","v62790741","5.11","623","","","","0"
"2020","New Brunswick","2016A000213","Mortgage interest paid","Dollars","81","millions","6","v62790741","5.11","597","","","","0"
"2021","New Brunswick","2016A000213","Mortgage interest paid","Dollars","81","millions","6","v62790741","5.11","551","","","","0"
"2022","New Brunswick","2016A000213","Mortgage interest paid","Dollars","81","millions","6","v62790741","5.11","599","","","","0"
"2023","New Brunswick","2016A000213","Mortgage interest paid","Dollars","81","millions","6","v62790741","5.11","912","","","","0"
"2024","New Brunswick","2016A000213","Mortgage interest paid","Dollars","81","millions","6","v62790741","5.11","1021","","","","0"
"2015","New Brunswick","2016A000213","Non-mortgage interest paid","Dollars","81","millions","6","v62790742","5.12","596","","","","0"
"2016","New Brunswick","2016A000213","Non-mortgage interest paid","Dollars","81","millions","6","v62790742","5.12","658","","","","0"
"2017","New Brunswick","2016A000213","Non-mortgage interest paid","Dollars","81","millions","6","v62790742","5.12","689","","","","0"
"2018","New Brunswick","2016A000213","Non-mortgage interest paid","Dollars","81","millions","6","v62790742","5.12","742","","","","0"
"2019","New Brunswick","2016A000213","Non-mortgage interest paid","Dollars","81","millions","6","v62790742","5.12","797","","","","0"
"2020","New Brunswick","2016A000213","Non-mortgage interest paid","Dollars","81","millions","6","v62790742","5.12","722","","","","0"
"2021","New Brunswick","2016A000213","Non-mortgage interest paid","Dollars","81","millions","6","v62790742","5.12","640","","","","0"
"2022","New Brunswick","2016A000213","Non-mortgage interest paid","Dollars","81","millions","6","v62790742","5.12","693","","","","0"
"2023","New Brunswick","2016A000213","Non-mortgage interest paid","Dollars","81","millions","6","v62790742","5.12","930","","","","0"
"2024","New Brunswick","2016A000213","Non-mortgage interest paid","Dollars","81","millions","6","v62790742","5.12","928","","","","0"
"2015","New Brunswick","2016A000213","Divided by: household disposable income","Dollars","81","millions","6","v62790743","5.13","22221","","","","0"
"2016","New Brunswick","2016A000213","Divided by: household disposable income","Dollars","81","millions","6","v62790743","5.13","23007","","","","0"
"2017","New Brunswick","2016A000213","Divided by: household disposable income","Dollars","81","millions","6","v62790743","5.13","23830","","","","0"
"2018","New Brunswick","2016A000213","Divided by: household disposable income","Dollars","81","millions","6","v62790743","5.13","24451","","","","0"
"2019","New Brunswick","2016A000213","Divided by: household disposable income","Dollars","81","millions","6","v62790743","5.13","25274","","","","0"
"2020","New Brunswick","2016A000213","Divided by: household disposable income","Dollars","81","millions","6","v62790743","5.13","27027","","","","0"
"2021","New Brunswick","2016A000213","Divided by: household disposable income","Dollars","81","millions","6","v62790743","5.13","27872","","","","0"
"2022","New Brunswick","2016A000213","Divided by: household disposable income","Dollars","81","millions","6","v62790743","5.13","29020","","","","0"
"2023","New Brunswick","2016A000213","Divided by: household disposable income","Dollars","81","millions","6","v62790743","5.13","31731","","","","0"
"2024","New Brunswick","2016A000213","Divided by: household disposable income","Dollars","81","millions","6","v62790743","5.13","34661","","","","0"
